,FactCode,LineNum,Unified code,MOQ,EnergyCostPerUnit,CrewSize,ThruputPerHour,retain_flag
1295,NFC,C5,4001972135,,0.027927272726574543,31.0,55.0,1
1296,NFC,New Line 1,4001972135,,0.027927272726574543,31.0,55.0,1
1297,NFC,New Line 2,4001972135,,0.027927272726574543,31.0,55.0,1
1298,NFC,C2,4001972140,,0.07151999999821199,10.0,100.0,1
1299,NFC,C3,4001972140,,0.04207058823424235,10.0,170.0,1
1300,NFC,New Line 1,4001972140,,0.04207058823424235,10.0,170.0,1
1301,NFC,New Line 2,4001972140,,0.04207058823424235,10.0,170.0,1
1302,NFC,C1,4001972141,,0.1456084656048254,36.0,99.225,1
1303,NFC,C2,4001972141,,0.12530789245133392,36.0,115.3,1
1304,NFC,C3,4001972141,,0.12530789245133392,36.0,115.3,1
1305,NFC,C5,4001972141,,0.11842622950523606,36.0,122.0,1
1306,NFC,New Line 1,4001972141,,0.11842622950523606,36.0,122.0,1
1307,NFC,New Line 2,4001972141,,0.11842622950523606,36.0,122.0,1
1308,NFC,C1,4001972142,,0.1456084656048254,36.0,99.225,1
1309,NFC,C2,4001972142,,0.12530789245133392,36.0,115.3,1
1310,NFC,C3,4001972142,,0.12530789245133392,36.0,115.3,1
1311,NFC,C5,4001972142,,0.11842622950523606,36.0,122.0,1
1312,NFC,New Line 1,4001972142,,0.11842622950523606,36.0,122.0,1
1313,NFC,New Line 2,4001972142,,0.11842622950523606,36.0,122.0,1
1314,NFC,C2,4001972143,,0.15398399999615037,28.0,125.0,1
1315,NFC,C3,4001972143,,0.15398399999615037,28.0,125.0,1
1316,NFC,C5,4001972143,,0.14548752834103398,28.0,132.3,1
1317,NFC,New Line 1,4001972143,,0.14548752834103398,28.0,132.3,1
1318,NFC,New Line 2,4001972143,,0.14548752834103398,28.0,132.3,1
1319,NFC,C1,4001972164,,0.16199999999595,15.0,40.0,1
1320,NFC,C2,4001972164,,0.16199999999595,15.0,40.0,1
1321,NFC,C3,4001972164,,0.16199999999595,15.0,40.0,1
1322,NFC,C4,4001972164,,0.16199999999595,15.0,40.0,1
1323,NFC,C5,4001972164,,0.16199999999595,15.0,40.0,1
1324,NFC,New Line 1,4001972164,,0.16199999999595,15.0,40.0,1
1325,NFC,G64,4001972164,,0.080999999997975,15.0,80.0,1
1326,NFC,G76,4001972164,,0.080999999997975,15.0,80.0,1
1327,NFC,M7,4001972164,,0.16199999999595,15.0,40.0,1
1328,NFC,G4,4001972164,,0.05890909090761818,15.0,110.0,1
1329,NFC,F,4001972164,,0.10799999999729999,15.0,60.0,1
1330,NFC,New Line 2,4001972164,,0.16199999999595,15.0,40.0,1
1331,NFC,New Line 3,4001972164,,0.035999999999099995,15.0,180.0,1
1332,GFC,B1,4001972164,,,,60.0,0
1333,GFC,B2,4001972164,,,,60.0,0
1334,KFC,Glazed,4001972164,,0.01894364322914727,12.000001,117.0,1
1335,NFC,New Line 4,4001972164,,0.09257142856911428,15.0,70.0,1
1336,NFC,F,4001972186,,0.06990038709502666,20.0,215.2777777777778,1
1337,NFC,F,4001972187,,0.06990038709502666,16.0,215.2777777777778,1
1338,NFC,C3,4001972211,,0.010751999999731199,34.0,71.42857142857143,1
1339,NFC,New Line 1,4001972211,,0.010751999999731199,34.0,71.42857142857143,1
1340,NFC,New Line 2,4001972211,,0.010751999999731199,34.0,71.42857142857143,1
1341,NFC,C3,4001972215,,0.015359999999615999,34.0,50.0,1
1342,NFC,New Line 1,4001972215,,0.015359999999615999,34.0,50.0,1
1343,NFC,New Line 2,4001972215,,0.015359999999615999,34.0,50.0,1
1344,NFC,C2,4001972228,,0.11842622950523606,36.0,122.0,1
1345,NFC,C3,4001972228,,0.11842622950523606,36.0,122.0,1
1346,NFC,C5,4001972228,,0.096319999997592,36.0,150.0,1
1347,NFC,New Line 1,4001972228,,0.096319999997592,36.0,150.0,1
1348,NFC,New Line 2,4001972228,,0.096319999997592,36.0,150.0,1
1349,NFC,C2,4001972229,,0.11113846153568308,36.0,130.0,1
1350,NFC,C3,4001972229,,0.11113846153568308,36.0,130.0,1
1351,NFC,C5,4001972229,,0.11113846153568308,36.0,130.0,1
1352,NFC,New Line 1,4001972229,,0.11113846153568308,36.0,130.0,1
1353,NFC,New Line 2,4001972229,,0.11113846153568308,36.0,130.0,1
1354,NFC,C2,4001972230,,0.11842622950523606,36.0,122.0,1
1355,NFC,C3,4001972230,,0.11842622950523606,36.0,122.0,1
1356,NFC,C5,4001972230,,0.096319999997592,36.0,150.0,1
1357,NFC,New Line 1,4001972230,,0.096319999997592,36.0,150.0,1
1358,NFC,New Line 2,4001972230,,0.096319999997592,36.0,150.0,1
1359,NFC,C2,4001972231,,0.11113846153568308,36.0,130.0,1
1360,NFC,C3,4001972231,,0.11113846153568308,36.0,130.0,1
1361,NFC,C5,4001972231,,0.11113846153568308,36.0,130.0,1
1362,NFC,New Line 1,4001972231,,0.11113846153568308,36.0,130.0,1
1363,NFC,New Line 2,4001972231,,0.11113846153568308,36.0,130.0,1
1364,NFC,C2,4001972232,,0.03575999999910599,10.0,200.0,1
1365,NFC,C3,4001972232,,0.03575999999910599,10.0,200.0,1
1366,NFC,C5,4001972232,,0.03575999999910599,10.0,200.0,1
1367,NFC,New Line 1,4001972232,,0.03575999999910599,10.0,200.0,1
1368,NFC,New Line 2,4001972232,,0.03575999999910599,10.0,200.0,1
1369,NFC,C2,4001972233,,0.061302857141324545,10.0,116.6666666666667,1
1370,NFC,C3,4001972233,,0.061302857141324545,10.0,116.6666666666667,1
1371,NFC,C5,4001972233,,0.0504847058810908,10.0,141.6666666666667,1
1372,NFC,New Line 1,4001972233,,0.0504847058810908,10.0,141.6666666666667,1
1373,NFC,New Line 2,4001972233,,0.0504847058810908,10.0,141.6666666666667,1
1374,NFC,C2,4001972234,,0.04467692307580615,17.0,130.0,1
1375,NFC,New Line 1,4001972234,,0.04467692307580615,17.0,130.0,1
1376,NFC,New Line 2,4001972234,,0.04467692307580615,17.0,130.0,1
1377,NFC,C2,4001972235,,0.08711999999782198,17.0,66.66666666666667,1
1378,NFC,New Line 1,4001972235,,0.08711999999782198,17.0,66.66666666666667,1
1379,NFC,New Line 2,4001972235,,0.08711999999782198,17.0,66.66666666666667,1
1380,NFC,C2,4001972236,,0.04467692307580615,17.0,130.0,1
1381,NFC,New Line 1,4001972236,,0.04467692307580615,17.0,130.0,1
1382,NFC,New Line 2,4001972236,,0.04467692307580615,17.0,130.0,1
1383,NFC,C2,4001972237,,0.08711999999782198,17.0,66.66666666666667,1
1384,NFC,New Line 1,4001972237,,0.08711999999782198,17.0,66.66666666666667,1
1385,NFC,New Line 2,4001972237,,0.08711999999782198,17.0,66.66666666666667,1
1386,NFC,G64,4001972238,,0.043116625309095775,13.0,201.5,1
1387,NFC,G76,4001972238,,0.04161916167560622,13.0,208.75,1
1388,NFC,G64,4001972239,,0.04442679900633349,13.0,201.5,1
1389,NFC,G76,4001972239,,0.04288383233425724,13.0,208.75,1
1390,NFC,C1,4001972275,,0.144479999996388,32.0,100.0,1
1392,NFC,C2,4001972275,,0.144479999996388,32.0,100.0,1
1394,NFC,C3,4001972275,,0.144479999996388,32.0,100.0,1
1396,NFC,C4,4001972275,,0.144479999996388,32.0,100.0,1
1398,NFC,C5,4001972275,,0.144479999996388,32.0,100.0,1
1400,NFC,G64,4001972275,,0.144479999996388,32.0,100.0,1
1402,NFC,G76,4001972275,,0.144479999996388,32.0,100.0,1
1404,NFC,M7,4001972275,,0.144479999996388,32.0,100.0,1
1406,NFC,G4,4001972275,,0.144479999996388,32.0,100.0,1
1408,NFC,D,4001972275,,0.144479999996388,32.0,100.0,1
1410,NFC,F,4001972275,,0.144479999996388,32.0,100.0,1
1412,NFC,P,4001972275,,0.144479999996388,32.0,100.0,1
1414,NFC,T,4001972275,,0.144479999996388,32.0,100.0,1
1416,NFC,Manual NFC,4001972275,,0.144479999996388,32.0,100.0,1
1418,GFC,B1,4001972275,,0.5051592088152559,35.0,100.0,1
1419,GFC,B2,4001972275,,0.5051592088152559,35.0,100.0,1
1420,KFC,Rivo,4001972275,,,,100.0,0
1421,KFC,Ultra Formax,4001972275,,,,100.0,0
1422,KFC,Glazed,4001972275,,,,100.0,0
1423,KFC,Tiromat,4001972275,,,,100.0,0
1424,KFC,Manual KFC,4001972275,,,,100.0,0
1425,NFC,C1,4001972276,,0.144479999996388,32.0,100.0,1
1427,NFC,C2,4001972276,,0.144479999996388,32.0,100.0,1
1429,NFC,C3,4001972276,,0.144479999996388,32.0,100.0,1
1431,NFC,C4,4001972276,,0.144479999996388,32.0,100.0,1
1433,NFC,C5,4001972276,,0.144479999996388,32.0,100.0,1
1435,NFC,G64,4001972276,,0.144479999996388,32.0,100.0,1
1437,NFC,G76,4001972276,,0.144479999996388,32.0,100.0,1
1439,NFC,M7,4001972276,,0.144479999996388,32.0,100.0,1
1441,NFC,G4,4001972276,,0.144479999996388,32.0,100.0,1
1443,NFC,D,4001972276,,0.144479999996388,32.0,100.0,1
1445,NFC,F,4001972276,,0.144479999996388,32.0,100.0,1
1447,NFC,P,4001972276,,0.144479999996388,32.0,100.0,1
1449,NFC,T,4001972276,,0.144479999996388,32.0,100.0,1
1451,NFC,Manual NFC,4001972276,,0.144479999996388,32.0,100.0,1
1453,GFC,B1,4001972276,,0.5051592088152559,35.0,100.0,1
1454,GFC,B2,4001972276,,0.5051592088152559,35.0,100.0,1
1455,KFC,Rivo,4001972276,,,,100.0,0
1456,KFC,Ultra Formax,4001972276,,,,100.0,0
1457,KFC,Glazed,4001972276,,,,100.0,0
1458,KFC,Tiromat,4001972276,,,,100.0,0
1459,KFC,Manual KFC,4001972276,,,,100.0,0
1460,NFC,C1,4001972277,,0.144479999996388,32.0,100.0,1
1462,NFC,C2,4001972277,,0.144479999996388,32.0,100.0,1
1464,NFC,C3,4001972277,,0.144479999996388,32.0,100.0,1
1466,NFC,C4,4001972277,,0.144479999996388,32.0,100.0,1
1468,NFC,C5,4001972277,,0.144479999996388,32.0,100.0,1
1470,NFC,G64,4001972277,,0.144479999996388,32.0,100.0,1
1472,NFC,G76,4001972277,,0.144479999996388,32.0,100.0,1
1474,NFC,M7,4001972277,,0.144479999996388,32.0,100.0,1
1476,NFC,G4,4001972277,,0.144479999996388,32.0,100.0,1
1478,NFC,D,4001972277,,0.144479999996388,32.0,100.0,1
1480,NFC,F,4001972277,,0.144479999996388,32.0,100.0,1
1482,NFC,P,4001972277,,0.144479999996388,32.0,100.0,1
1484,NFC,T,4001972277,,0.144479999996388,32.0,100.0,1
1486,NFC,Manual NFC,4001972277,,0.144479999996388,32.0,100.0,1
1488,GFC,B1,4001972277,,0.5051592088152559,35.0,100.0,1
1489,GFC,B2,4001972277,,0.5051592088152559,35.0,100.0,1
1490,KFC,Rivo,4001972277,,,,100.0,0
1491,KFC,Ultra Formax,4001972277,,,,100.0,0
1492,KFC,Glazed,4001972277,,,,100.0,0
1493,KFC,Tiromat,4001972277,,,,100.0,0
1494,KFC,Manual KFC,4001972277,,,,100.0,0
1495,NFC,C1,4001972284,,0.06815999999829599,12.0,100.0,1
1496,NFC,C2,4001972284,,0.06815999999829599,12.0,100.0,1
1497,NFC,C3,4001972284,,0.06815999999829599,12.0,100.0,1
1498,NFC,C4,4001972284,,0.06815999999829599,12.0,100.0,1
1499,NFC,C5,4001972284,,0.06815999999829599,12.0,100.0,1
1500,NFC,G64,4001972284,,0.06815999999829599,12.0,100.0,1
1501,NFC,G76,4001972284,,0.06815999999829599,12.0,100.0,1
1502,NFC,M7,4001972284,,0.06815999999829599,12.0,100.0,1
1503,NFC,G4,4001972284,,0.06815999999829599,12.0,100.0,1
1504,NFC,D,4001972284,,0.06815999999829599,12.0,100.0,1
1505,NFC,F,4001972284,,0.06815999999829599,12.0,100.0,1
1506,NFC,P,4001972284,,0.06815999999829599,12.0,100.0,1
1507,NFC,T,4001972284,,0.06815999999829599,12.0,100.0,1
1508,NFC,Manual NFC,4001972284,,0.06815999999829599,12.0,100.0,1
1509,GFC,B1,4001972284,,0.45671530226726165,17.0,100.0,1
1510,GFC,B2,4001972284,,0.45671530226726165,17.0,100.0,1
1511,KFC,Rivo,4001972284,,,,100.0,0
1512,KFC,Ultra Formax,4001972284,,,,100.0,0
1513,KFC,Glazed,4001972284,,,,100.0,0
1514,KFC,Tiromat,4001972284,,,,100.0,0
1515,KFC,Manual KFC,4001972284,,,,100.0,0
1516,NFC,C1,4001972285,,0.007679999999807999,34.0,100.0,1
1517,NFC,C2,4001972285,,0.007679999999807999,34.0,100.0,1
1518,NFC,C3,4001972285,,0.007679999999807999,34.0,100.0,1
1519,NFC,C4,4001972285,,0.007679999999807999,34.0,100.0,1
1520,NFC,C5,4001972285,,0.007679999999807999,34.0,100.0,1
1521,NFC,G64,4001972285,,0.007679999999807999,34.0,100.0,1
1522,NFC,G76,4001972285,,0.007679999999807999,34.0,100.0,1
1523,NFC,M7,4001972285,,0.007679999999807999,34.0,100.0,1
1524,NFC,G4,4001972285,,0.007679999999807999,34.0,100.0,1
1525,NFC,D,4001972285,,0.007679999999807999,34.0,100.0,1
1526,NFC,F,4001972285,,0.007679999999807999,34.0,100.0,1
1527,NFC,P,4001972285,,0.007679999999807999,34.0,100.0,1
1528,NFC,T,4001972285,,0.007679999999807999,34.0,100.0,1
1529,NFC,Manual NFC,4001972285,,0.007679999999807999,34.0,100.0,1
1530,GFC,B1,4001972285,,,,100.0,0
1531,GFC,B2,4001972285,,,,100.0,0
1532,KFC,Rivo,4001972285,,0.022281250078102187,14.000001,100.0,1
1533,KFC,Ultra Formax,4001972285,,0.022281250078102187,14.000001,100.0,1
1534,KFC,Glazed,4001972285,,0.022281250078102187,14.000001,100.0,1
1535,KFC,Tiromat,4001972285,,0.022281250078102187,14.000001,100.0,1
1536,KFC,Manual KFC,4001972285,,0.022281250078102187,14.000001,100.0,1
1537,NFC,C1,4001972286,,0.08951999999776199,13.0,100.0,1
1539,NFC,C2,4001972286,,0.08951999999776199,13.0,100.0,1
1541,NFC,C3,4001972286,,0.08951999999776199,13.0,100.0,1
1543,NFC,C4,4001972286,,0.08951999999776199,13.0,100.0,1
1545,NFC,C5,4001972286,,0.08951999999776199,13.0,100.0,1
1547,NFC,G64,4001972286,,0.08951999999776199,13.0,100.0,1
1549,NFC,G76,4001972286,,0.08951999999776199,13.0,100.0,1
1551,NFC,M7,4001972286,,0.08951999999776199,13.0,100.0,1
1553,NFC,G4,4001972286,,0.08951999999776199,13.0,100.0,1
1555,NFC,D,4001972286,,0.08951999999776199,13.0,100.0,1
1557,NFC,F,4001972286,,0.08951999999776199,13.0,100.0,1
1559,NFC,P,4001972286,,0.08951999999776199,13.0,100.0,1
1561,NFC,T,4001972286,,0.08951999999776199,13.0,100.0,1
1563,NFC,Manual NFC,4001972286,,0.08951999999776199,13.0,100.0,1
1565,GFC,B1,4001972286,,,,100.0,0
1566,GFC,B2,4001972286,,,,100.0,0
1567,KFC,Rivo,4001972286,,0.02317578132810127,14.000001,100.0,1
1568,KFC,Ultra Formax,4001972286,,0.02317578132810127,14.000001,100.0,1
1569,KFC,Glazed,4001972286,,0.02317578132810127,14.000001,100.0,1
1570,KFC,Tiromat,4001972286,,0.02317578132810127,14.000001,100.0,1
1571,KFC,Manual KFC,4001972286,,0.02317578132810127,14.000001,100.0,1
1572,NFC,C1,4001972287,,0.154079999996148,21.0,100.0,1
1574,NFC,C2,4001972287,,0.154079999996148,21.0,100.0,1
1576,NFC,C3,4001972287,,0.154079999996148,21.0,100.0,1
1578,NFC,C4,4001972287,,0.154079999996148,21.0,100.0,1
1580,NFC,C5,4001972287,,0.154079999996148,21.0,100.0,1
1582,NFC,G64,4001972287,,0.154079999996148,21.0,100.0,1
1584,NFC,G76,4001972287,,0.154079999996148,21.0,100.0,1
1586,NFC,M7,4001972287,,0.154079999996148,21.0,100.0,1
1588,NFC,G4,4001972287,,0.154079999996148,21.0,100.0,1
1590,NFC,D,4001972287,,0.154079999996148,21.0,100.0,1
1592,NFC,F,4001972287,,0.154079999996148,21.0,100.0,1
1594,NFC,P,4001972287,,0.154079999996148,21.0,100.0,1
1596,NFC,T,4001972287,,0.154079999996148,21.0,100.0,1
1598,NFC,Manual NFC,4001972287,,0.154079999996148,21.0,100.0,1
1600,GFC,B1,4001972287,,0.3300186363466392,26.0,100.0,1
1601,GFC,B2,4001972287,,0.3300186363466392,26.0,100.0,1
1602,KFC,Rivo,4001972287,,,,100.0,0
1603,KFC,Ultra Formax,4001972287,,,,100.0,0
1604,KFC,Glazed,4001972287,,,,100.0,0
1605,KFC,Tiromat,4001972287,,,,100.0,0
1606,KFC,Manual KFC,4001972287,,,,100.0,0
1607,NFC,C1,4001972288,,0.154079999996148,21.0,100.0,1
1608,NFC,C2,4001972288,,0.154079999996148,21.0,100.0,1
1609,NFC,C3,4001972288,,0.154079999996148,21.0,100.0,1
1610,NFC,C4,4001972288,,0.154079999996148,21.0,100.0,1
1611,NFC,C5,4001972288,,0.154079999996148,21.0,100.0,1
1612,NFC,G64,4001972288,,0.154079999996148,21.0,100.0,1
1613,NFC,G76,4001972288,,0.154079999996148,21.0,100.0,1
1614,NFC,M7,4001972288,,0.154079999996148,21.0,100.0,1
1615,NFC,G4,4001972288,,0.154079999996148,21.0,100.0,1
1616,NFC,D,4001972288,,0.154079999996148,21.0,100.0,1
1617,NFC,F,4001972288,,0.154079999996148,21.0,100.0,1
1618,NFC,P,4001972288,,0.154079999996148,21.0,100.0,1
1619,NFC,T,4001972288,,0.154079999996148,21.0,100.0,1
1620,NFC,Manual NFC,4001972288,,0.154079999996148,21.0,100.0,1
1621,GFC,B1,4001972288,,0.3300186363466392,26.0,100.0,1
1622,GFC,B2,4001972288,,0.3300186363466392,26.0,100.0,1
1623,KFC,Rivo,4001972288,,,,100.0,0
1624,KFC,Ultra Formax,4001972288,,,,100.0,0
1625,KFC,Glazed,4001972288,,,,100.0,0
1626,KFC,Tiromat,4001972288,,,,100.0,0
1627,KFC,Manual KFC,4001972288,,,,100.0,0
1628,NFC,C1,4001972289,,0.07199999999819999,22.0,100.0,1
1630,NFC,C2,4001972289,,0.07199999999819999,22.0,100.0,1
1632,NFC,C3,4001972289,,0.07199999999819999,22.0,100.0,1
1634,NFC,C4,4001972289,,0.07199999999819999,22.0,100.0,1
1636,NFC,C5,4001972289,,0.07199999999819999,22.0,100.0,1
1638,NFC,G64,4001972289,,0.07199999999819999,22.0,100.0,1
1640,NFC,G76,4001972289,,0.07199999999819999,22.0,100.0,1
1642,NFC,M7,4001972289,,0.07199999999819999,22.0,100.0,1
1644,NFC,G4,4001972289,,0.07199999999819999,22.0,100.0,1
1646,NFC,D,4001972289,,0.07199999999819999,22.0,100.0,1
1648,NFC,F,4001972289,,0.07199999999819999,22.0,100.0,1
1650,NFC,P,4001972289,,0.07199999999819999,22.0,100.0,1
1652,NFC,T,4001972289,,0.07199999999819999,22.0,100.0,1
1654,NFC,Manual NFC,4001972289,,0.07199999999819999,22.0,100.0,1
1656,GFC,B1,4001972289,,0.3843974210429507,26.0,100.0,1
1657,GFC,B2,4001972289,,0.3843974210429507,26.0,100.0,1
1658,KFC,Rivo,4001972289,,0.018628906328105925,18.000001,100.0,1
1659,KFC,Ultra Formax,4001972289,,0.018628906328105925,18.000001,100.0,1
1660,KFC,Glazed,4001972289,,0.018628906328105925,18.000001,100.0,1
1661,KFC,Tiromat,4001972289,,0.018628906328105925,18.000001,100.0,1
1662,KFC,Manual KFC,4001972289,,0.018628906328105925,18.000001,100.0,1
1663,NFC,C1,4001972298,,0.056399999998589995,16.0,100.0,1
1664,NFC,C2,4001972298,,0.056399999998589995,16.0,100.0,1
1665,NFC,C3,4001972298,,0.056399999998589995,16.0,100.0,1
1666,NFC,C4,4001972298,,0.056399999998589995,16.0,100.0,1
1667,NFC,C5,4001972298,,0.056399999998589995,16.0,100.0,1
1668,NFC,G64,4001972298,,0.056399999998589995,16.0,100.0,1
1669,NFC,G76,4001972298,,0.056399999998589995,16.0,100.0,1
1670,NFC,M7,4001972298,,0.056399999998589995,16.0,100.0,1
1671,NFC,G4,4001972298,,0.056399999998589995,16.0,100.0,1
1672,NFC,D,4001972298,,0.056399999998589995,16.0,100.0,1
1673,NFC,F,4001972298,,0.056399999998589995,16.0,100.0,1
1674,NFC,P,4001972298,,0.056399999998589995,16.0,100.0,1
1675,NFC,T,4001972298,,0.056399999998589995,16.0,100.0,1
1676,NFC,Manual NFC,4001972298,,0.056399999998589995,16.0,100.0,1
1677,GFC,B1,4001972298,,,,100.0,0
1678,GFC,B2,4001972298,,,,100.0,0
1679,KFC,Rivo,4001972298,,,,100.0,0
1680,KFC,Ultra Formax,4001972298,,,,100.0,0
1681,KFC,Glazed,4001972298,,,,100.0,0
1682,KFC,Tiromat,4001972298,,,,100.0,0
1683,KFC,Manual KFC,4001972298,,,,100.0,0
1684,NFC,C1,4001972486,,0.007679999999807999,34.0,100.0,1
1685,NFC,C2,4001972486,,0.007679999999807999,34.0,100.0,1
1686,NFC,C3,4001972486,,0.007679999999807999,34.0,100.0,1
1687,NFC,C4,4001972486,,0.007679999999807999,34.0,100.0,1
1688,NFC,C5,4001972486,,0.007679999999807999,34.0,100.0,1
1689,NFC,G64,4001972486,,0.007679999999807999,34.0,100.0,1
1690,NFC,G76,4001972486,,0.007679999999807999,34.0,100.0,1
1691,NFC,M7,4001972486,,0.007679999999807999,34.0,100.0,1
1692,NFC,G4,4001972486,,0.007679999999807999,34.0,100.0,1
1693,NFC,D,4001972486,,0.007679999999807999,34.0,100.0,1
1694,NFC,F,4001972486,,0.007679999999807999,34.0,100.0,1
1695,NFC,P,4001972486,,0.007679999999807999,34.0,100.0,1
1696,NFC,T,4001972486,,0.007679999999807999,34.0,100.0,1
1697,NFC,Manual NFC,4001972486,,0.007679999999807999,34.0,100.0,1
1698,GFC,B1,4001972486,,,,100.0,0
1699,GFC,B2,4001972486,,,,100.0,0
1700,KFC,Rivo,4001972486,,,,100.0,0
1701,KFC,Ultra Formax,4001972486,,,,100.0,0
1702,KFC,Glazed,4001972486,,,,100.0,0
1703,KFC,Tiromat,4001972486,,,,100.0,0
1704,KFC,Manual KFC,4001972486,,,,100.0,0
1705,NFC,C1,4001972501,,0.007679999999807999,34.0,100.0,1
1706,NFC,C2,4001972501,,0.007679999999807999,34.0,100.0,1
1707,NFC,C3,4001972501,,0.007679999999807999,34.0,100.0,1
1708,NFC,C4,4001972501,,0.007679999999807999,34.0,100.0,1
1709,NFC,C5,4001972501,,0.007679999999807999,34.0,100.0,1
1710,NFC,G64,4001972501,,0.007679999999807999,34.0,100.0,1
1711,NFC,G76,4001972501,,0.007679999999807999,34.0,100.0,1
1712,NFC,M7,4001972501,,0.007679999999807999,34.0,100.0,1
1713,NFC,G4,4001972501,,0.007679999999807999,34.0,100.0,1
1714,NFC,D,4001972501,,0.007679999999807999,34.0,100.0,1
1715,NFC,F,4001972501,,0.007679999999807999,34.0,100.0,1
1716,NFC,P,4001972501,,0.007679999999807999,34.0,100.0,1
1717,NFC,T,4001972501,,0.007679999999807999,34.0,100.0,1
1718,NFC,Manual NFC,4001972501,,0.007679999999807999,34.0,100.0,1
1719,GFC,B1,4001972501,,,,100.0,0
1720,GFC,B2,4001972501,,,,100.0,0
1721,KFC,Rivo,4001972501,,,,100.0,0
1722,KFC,Ultra Formax,4001972501,,,,100.0,0
1723,KFC,Glazed,4001972501,,,,100.0,0
1724,KFC,Tiromat,4001972501,,,,100.0,0
1725,KFC,Manual KFC,4001972501,,,,100.0,0
1726,NFC,D,4003350305,,0.6751304347657304,6.0,23.0,1
1727,NFC,D,4003350306,,0.6751304347657304,6.0,23.0,1
1728,NFC,D,4003350308,,0.6751304347657304,6.0,23.0,1
1729,NFC,D,4003350401,,0.6751304347657304,7.0,23.0,1
1730,NFC,D,4003350402,,0.6751304347657304,6.0,23.0,1
1731,KFC,Manual KFC,4003350402,,,,16.0,0
1732,NFC,T,4003350501,,0.37482352940239405,7.0,22.66666666666667,1
1733,KFC,Manual KFC,4003350501,,0.07249584147746853,14.000001,35.06666666666667,1
1734,NFC,New Line 3,4001031128,,,,180.0,0
1735,KFC,Glazed,4001031128,,0.0178743490234192,18.000001,120.0,1
1736,KFC,Ultra Formax,4001100155,,0.022643546827339617,14.000001,98.4,1
1737,NFC,G76,4001100606,,0.0804621830189366,13.0,107.9761904761905,1
1738,KFC,Ultra Formax,4001100606,,0.02264354682733962,14.000001,98.39999999999999,1
1739,KFC,Ultra Formax,4001310119,,0.022281250078102187,14.000001,100.0,1
1740,KFC,Ultra Formax,4001310187,,0.016879734907653172,17.000001,132.0,1
1741,KFC,Manual KFC,4001310189,,0.0051511206202598785,9.000001,198.0,1
1742,KFC,Ultra Formax,4001310193,,0.02475694453122465,14.000001,90.0,1
1743,KFC,Ultra Formax,4001310195,,0.022281250078102187,14.000001,100.0,1
1744,KFC,Ultra Formax,4001310196,,0.022281250078102187,17.000001,100.0,1
1746,KFC,Ultra Formax,4001310199,,0.016879734907653172,17.000001,132.0,1
1747,NFC,G76,4001310408,,,,133.1018518518518,0
1748,KFC,Ultra Formax,4001310408,,0.01630335371568452,15.000001,136.6666666666667,1
1749,NFC,G76,4001310409,,,,134.9702380952381,0
1750,KFC,Ultra Formax,4001310409,,0.01884209864073274,14.000001,123.0,1
1751,NFC,G64,4001310613,,0.053711999998657174,13.0,166.6666666666667,1
1752,NFC,G76,4001310613,,0.053711999998657174,13.0,166.6666666666667,1
1753,KFC,Ultra Formax,4001311031,,0.01884209864073274,14.000001,123.0,1
1754,KFC,Ultra Formax,4001311050,,0.022281250078102187,14.000001,100.0,1
1755,KFC,Ultra Formax,4001311060,,0.02264354682733962,14.000001,98.39999999999999,1
1756,KFC,Ultra Formax,4001311400,,0.016263706195158788,13.000001,142.5,1
1757,KFC,Ultra Formax,4001311410,,0.012360416708320677,14.000001,187.5,1
1758,KFC,Rivo,4001320113,,0.01553530098378039,9.000001,135.0,1
1759,KFC,Ultra Formax,4001320113,,0.01553530098378039,9.000001,135.0,1
1760,KFC,Rivo,4001320114,,0.01553530098378039,9.000001,135.0,1
1761,KFC,Ultra Formax,4001320114,,0.01553530098378039,9.000001,135.0,1
1762,KFC,Rivo,4001320118,,0.06473721614576705,11.000001,33.0,1
1763,KFC,Ultra Formax,4001320118,,0.06473721614576705,11.000001,33.0,1
1764,KFC,Rivo,4001320216,,0.01553530098378039,9.000001,135.0,1
1765,KFC,Ultra Formax,4001320216,,0.01553530098378039,9.000001,135.0,1
1766,KFC,Rivo,4001320217,,0.01553530098378039,9.000001,135.0,1
1767,KFC,Ultra Formax,4001320217,,0.01553530098378039,9.000001,135.0,1
1768,NFC,F,4001350121,,0.07922043870769688,20.0,189.9509803921569,1
1769,KFC,Tiromat,4001350127,,0.022731681142218105,19.000001,72.5,1
1770,KFC,Manual KFC,4001350331,,0.037050781445274565,15.000001,40.0,1
1771,NFC,C1,4001350359,,,,100.0,0
1772,NFC,C2,4001350359,,,,100.0,0
1773,NFC,C3,4001350359,,,,100.0,0
1774,NFC,C4,4001350359,,,,100.0,0
1775,NFC,C5,4001350359,,,,100.0,0
1776,NFC,G64,4001350359,,,,100.0,0
1777,NFC,G76,4001350359,,,,100.0,0
1778,NFC,M7,4001350359,,,,100.0,0
1779,NFC,G4,4001350359,,,,100.0,0
1780,NFC,D,4001350359,,,,100.0,0
1781,NFC,F,4001350359,,,,100.0,0
1782,NFC,P,4001350359,,,,100.0,0
1783,NFC,T,4001350359,,,,100.0,0
1784,NFC,Manual NFC,4001350359,,,,100.0,0
1785,GFC,B1,4001350359,,,,100.0,0
1786,GFC,B2,4001350359,,,,100.0,0
1787,KFC,Rivo,4001350359,,0.015214843828109424,12.000001000000001,100.0,1
