Factory,FGSKUCode,ASSEMB_ITEM_DESC,ASSEMB_UOM,COMP_ITEM_CODE,COMP_DESC,COMP_UOM,COMP_QTY,Packing flag,retain_flag_BOM,BOM_version
NFC,4001351006,ADNOC CAT BEEF HOT DOG 870G 18 CM (11*6*96.6GM),CARTON,1006102110.0,SOYA PROTEIN CONCENTRATE,KGM,0.163618182575726,0.0,1,BOM-1
NFC,4001351006,ADNOC CAT BEEF HOT DOG 870G 18 CM (11*6*96.6GM),CARTON,1006102198.0,CHICKEN FRANKFURTER SEAS SS-73,KGM,0.0701220782467397,0.0,1,BOM-1
NFC,4001351006,ADNOC CAT BEEF HOT DOG 870G 18 CM (11*6*96.6GM),CARTON,1006102232.0,.NFC AZM HP EMUL 75343,KGM,0.0233740260822465,0.0,1,BOM-1
NFC,4001351006,ADNOC CAT BEEF HOT DOG 870G 18 CM (11*6*96.6GM),CARTON,1006102559.0,WATER,KGM,4.090454564393151,0.0,1,BOM-1
NFC,4001351006,ADNOC CAT BEEF HOT DOG 870G 18 CM (11*6*96.6GM),CARTON,2011104111.0,PLAIN WIMPY BAG 90*60 CM,EA,0.1869922086579726,1.0,1,BOM-1
NFC,4001351006,ADNOC CAT BEEF HOT DOG 870G 18 CM (11*6*96.6GM),CARTON,2011104134.0,WEIGHT BAGS 35*45,KGM,0.0049085454772717,1.0,1,BOM-1
NFC,4001351006,ADNOC CAT BEEF HOT DOG 870G 18 CM (11*6*96.6GM),CARTON,2011104212.0,CASING 26 MM,EA,1.168701304112329,1.0,1,BOM-1
NFC,4001351006,ADNOC CAT BEEF HOT DOG 870G 18 CM (11*6*96.6GM),CARTON,2011104501.0,IMPORTED WOOD CHIPS,KGM,0.0934961043289863,1.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,2011104324.0,BROWN CARTON 235*250*350,EA,1.015,1.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,2011104401.0,TAPE,EA,0.02,1.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,2011104531.0,HOTDOG LABEL WITHOUT WEIGHT,EA,1.02,1.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,2011104843.0,HARDEES ROAST BEEF BAGS,EA,9.61,1.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,1001101002.0,BRAZILIAN BEEF FOREQUARTER,KGM,5.244161358811041,0.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,1001101102.0,BEEF BODY FAT,KGM,0.9200283085633404,0.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,1006102005.0,LUNCHEON CURE NO COLOR SS-381,KGM,0.1725053078556263,0.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,1006102008.0,Soya Protein TVP,KGM,0.0828025477707006,0.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,1006102011.0,WHITE PEPPER,KGM,0.0034501061571125,0.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,1006102015.0,PHOSPHATE,KGM,0.00828025477707,0.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,1006102020.0,GARLIC POWDER,KGM,0.0023000707714083,0.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,1006102030.0,NAT FOOD BREADCRUMB 3969 - 220,KGM,0.3312101910828025,0.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,1006102055.0,FRANKFURTER FLAVOR,KGM,0.006900212314225,0.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,1006102110.0,SOYA PROTEIN CONCENTRATE,KGM,0.1610049539985845,0.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,1006102198.0,CHICKEN FRANKFURTER SEAS SS-73,KGM,0.0690021231422505,0.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,1006102232.0,.NFC AZM HP EMUL 75343,KGM,0.0230007077140835,0.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,1006102559.0,WATER,KGM,4.025123849964614,0.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,2011104111.0,PLAIN WIMPY BAG 90*60 CM,EA,0.184005661712668,1.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,2011104134.0,WEIGHT BAGS 35*45,KGM,0.0048301486199575,1.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,2011104212.0,CASING 26 MM,EA,1.518046709129512,1.0,1,BOM-1
NFC,4001351012,CAT FOOTLONG BEEF HOT DOG 22CM (9*9*112GM),CARTON,2011104501.0,IMPORTED WOOD CHIPS,KGM,0.092002830856334,1.0,1,BOM-1
KFC,4001351012,,,,,,,,0,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,2011104265.0,BOTTOM FILM 350MX46CX150M ROLL,MTR,1.4,1.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,2011104266.0,44*600*90 MICRO MILKY TOP FILM,MTR,1.4,1.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,2011104316.0,FRANKFURTER CARTON,EA,1.015,1.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,2011104429.0,TAPE,EA,0.002,1.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,1001101002.0,BRAZILIAN BEEF FOREQUARTER,KGM,1.874455100261552,0.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,1001101007.0,BRAZILIAN BEEF TRIMMING,KGM,3.186573670444638,0.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,1005102205.0,MUSTARD,KGM,0.0037489102005231,0.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,1006102004.0,AMERICANA LUNCHEON SEASONING -,KGM,0.3096599825632083,0.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,1006102005.0,LUNCHEON CURE NO COLOR SS-381,KGM,0.2249346120313862,0.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,1006102009.0,TABLE SALT,KGM,0.0562336530078465,0.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,1006102030.0,NAT FOOD BREADCRUMB 3969 - 220,KGM,0.2999128160418483,0.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,1006102036.0,SUGAR,KGM,0.0562336530078465,0.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,1006102343.0,*PAPRIKA FANAR,KGM,0.0014995640802092,0.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,1006102559.0,WATER,KGM,2.586748038360942,0.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,2011104111.0,PLAIN WIMPY BAG 90*60 CM,EA,0.1499564080209241,1.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,2011104134.0,WEIGHT BAGS 35*45,KGM,0.0039363557105492,1.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,2011104212.0,CASING 26 MM,EA,1.124673060156931,1.0,1,BOM-1
NFC,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),CARTON,2011104501.0,IMPORTED WOOD CHIPS,KGM,0.074978204010462,1.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,2011104265.0,BOTTOM FILM 350MX46CX150M ROLL,MTR,1.43,1.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,2011104266.0,44*600*90 MICRO MILKY TOP FILM,MTR,1.43,1.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,2011104429.0,TAPE,EA,0.002,1.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,2011114309.0,HOTDOG HARDEE'S CARTON,EA,1.015,1.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,1001101007.0,BRAZILIAN BEEF TRIMMING,KGM,5.035832823649337,0.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,1006102005.0,LUNCHEON CURE NO COLOR SS-381,KGM,0.1419877675840978,0.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,1006102008.0,Soya Protein TVP,KGM,0.1893170234454638,0.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,1006102011.0,WHITE PEPPER,KGM,0.0028397553516819,0.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,1006102015.0,PHOSPHATE,KGM,0.0274509683995922,0.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,1006102020.0,GARLIC POWDER,KGM,0.0018931702344546,0.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,1006102030.0,NAT FOOD BREADCRUMB 3969 - 220,KGM,0.151453618756371,0.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,1006102055.0,FRANKFURTER FLAVOR,KGM,0.0056795107033639,0.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,1006102058.0,NFC RUSK DYR- FSR 30351,KGM,0.1893170234454638,0.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,1006102110.0,SOYA PROTEIN CONCENTRATE,KGM,0.151453618756371,0.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,1006102198.0,CHICKEN FRANKFURTER SEAS SS-73,KGM,0.0567951070336391,0.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,1006102232.0,.NFC AZM HP EMUL 75343,KGM,0.0189317023445463,0.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,1006102559.0,WATER,KGM,3.313047910295616,0.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,2011104111.0,PLAIN WIMPY BAG 90*60 CM,EA,0.151453618756371,1.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,2011104134.0,WEIGHT BAGS 35*45,KGM,0.0039756574923547,1.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,2011104212.0,CASING 26 MM,EA,0.9844485219164116,1.0,1,BOM-1
NFC,4001351017,KUDU BEEF HOT DOG (12*10*65G),CARTON,2011104501.0,IMPORTED WOOD CHIPS,KGM,0.0757268093781855,1.0,1,BOM-1
KFC,4001351031,,,,,,,,0,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,2011104151.0,SHRINK WRAP BAGS (TURKEY ROLL),EA,5.4,1.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,2011104201.0,CLIPS 744,EA,15.45553522415371,1.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,2011104309.0,TURKEY ROLL CARTON,EA,1.015,1.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,2011104402.0,ROAST BEEF CARTON STICKER LABE,EA,1.04,1.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,2011104429.0,TAPE,EA,0.002,1.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,2011104483.0,ROAST BEEF CIRCLE1.5*5LABEL -N,EA,9.2,1.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,2011104484.0,ROAST BEEF AMERICANA STICKER N,EA,5.2,1.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102002.0,CHARCOAL SPICES,KGM,0.0426120768526989,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102005.0,LUNCHEON CURE NO COLOR SS-381,KGM,0.164135407136322,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102009.0,TABLE SALT,KGM,0.021043000914913,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102010.0,BLACK PEPPER POWDER,KGM,0.0078911253430924,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102014.0,MONOSODIUM,KGM,0.0189387008234217,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102018.0,GLUCOSE,KGM,0.1157365050320219,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102021.0,GINGER POWDER,KGM,0.0031564501372369,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102028.0,CURING SALT,KGM,0.0126258005489478,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102036.0,SUGAR,KGM,0.0347209515096065,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102046.0,MODIFIED STARCH,KGM,0.1473010064043916,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102055.0,FRANKFURTER FLAVOR,KGM,0.0025251601097895,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102097.0,LEMON SALT,KGM,0.021043000914913,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102110.0,SOYA PROTEIN CONCENTRATE,KGM,0.0426120768526989,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102154.0,POLY PHOSPHATE (MIX),KGM,0.0420860018298261,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102559.0,WATER,KGM,1.788655077767612,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1006102613.0,NISIN,KGM,0.0010521500457456,0.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,2011104134.0,WEIGHT BAGS 35*45,KGM,0.0044190301921317,1.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,2011104218.0,TURKEY ROLL PACKAGING ROLL,EA,0.0168344007319304,1.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,2011104220.0,COTTON NET ROLL,ROL,0.0357731015553522,1.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,2011104224.0,MINCED CLIPS 632,EA,5.155535224153705,1.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,2011104290.0,G.S.22 FOR PDC MINI MORTADELLA,EA,9.048490393412624,1.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,2011104500.0,SAW DUST,KGM,0.1052150045745654,1.0,1,BOM-1
NFC,4001351201,ROAST BEEF 1.5 KG (5*1*1.5KG),CARTON,1001101104.0,BEEF TOPSIDE BRAZILIAN,KGM,9.35244485107248,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,2011104265.0,BOTTOM FILM 350MX46CX150M ROLL,MTR,3.4,1.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,2011104316.0,FRANKFURTER CARTON,EA,1.015,1.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,2011104429.0,TAPE,EA,0.002,1.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102002.0,CHARCOAL SPICES,KGM,0.0356669030354324,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102005.0,LUNCHEON CURE NO COLOR SS-381,KGM,0.1373836265068508,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102009.0,TABLE SALT,KGM,0.0176132854495962,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102010.0,BLACK PEPPER POWDER,KGM,0.0066049820435986,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102014.0,MONOSODIUM,KGM,0.0158519569046366,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102018.0,GLUCOSE,KGM,0.0968730699727794,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102021.0,GINGER POWDER,KGM,0.0026419928174394,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102028.0,CURING SALT,KGM,0.0105679712697577,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102036.0,SUGAR,KGM,0.0290619209918338,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102046.0,MODIFIED STARCH,KGM,0.1232929981471738,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102055.0,FRANKFURTER FLAVOR,KGM,0.0021135942539515,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102097.0,LEMON SALT,KGM,0.0176132854495962,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102110.0,SOYA PROTEIN CONCENTRATE,KGM,0.0356669030354324,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102154.0,POLY PHOSPHATE (MIX),KGM,0.0356669030354324,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1006102559.0,WATER,KGM,1.497129263215683,0.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,2011104111.0,PLAIN WIMPY BAG 90*60 CM,EA,0.0352265708991925,1.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,2011104134.0,WEIGHT BAGS 35*45,KGM,0.0036987899444152,1.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,2011104201.0,CLIPS 744,EA,2.025527826703571,1.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,2011115015.0,NEW BEEF MORTADELLA PLAIN BAG,EA,2.025527826703571,1.0,1,BOM-1
NFC,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE (20*1*300G),CARTON,1001101104.0,BEEF TOPSIDE BRAZILIAN,KGM,7.828126866487231,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,2011104069.0,ROY BEEF KOFTA 350 GM PACKET.N,EA,18.4,1.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,2011104245.0,ISHIDA ROLL 47 CM,MTR,4.4,1.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,2011104350.0,ROYAL CARTON 185*280*554,EA,1.015,1.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,2011104400.0,GLUE,KGM,0.013,1.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,2011104429.0,TAPE,EA,0.002,1.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,2011104598.0,DOMINO IK-901BKS-1 - INK,EA,3e-05,1.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1001101002.0,BRAZILIAN BEEF FOREQUARTER,KGM,1.576214738121392,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1001101007.0,BRAZILIAN BEEF TRIMMING,KGM,0.6755206020520251,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1001101102.0,BEEF BODY FAT,KGM,0.8256362913969195,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1001102621.0,SANGRIA BEEF BLOCKS,KGM,0.3752892233622362,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1001103024.0,Frozen Whole Onion,KGM,1.125867670086708,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1002102047.0,GREEN BELL PEPPER,KGM,0.0300231378689788,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1002102073.0,PARSLEY,KGM,0.0750578446724472,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1006102008.0,Soya Protein TVP,KGM,0.5254049127071306,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1006102009.0,TABLE SALT,KGM,0.0735566877789983,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1006102010.0,BLACK PEPPER POWDER,KGM,0.0036027765442774,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1006102011.0,WHITE PEPPER,KGM,0.0036027765442774,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1006102012.0,CHILI,KGM,0.0009006941360693,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1006102014.0,MONOSODIUM,KGM,0.0120092551475915,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1006102015.0,PHOSPHATE,KGM,0.0075057844672447,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1006102020.0,GARLIC POWDER,KGM,0.0049538177483815,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1006102035.0,CINNAMON,KGM,0.0015011568934489,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1006102038.0,CUMIN,KGM,0.0030023137868978,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1006102076.0,PEPPERMINT,KGM,0.0225173534017341,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1006102110.0,SOYA PROTEIN CONCENTRATE,KGM,0.1050809825414261,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,1006102559.0,WATER,KGM,0.975751980741814,0.0,1,BOM-1
NFC,4001360108,ROYAL BEEF MEATBALLS 350G (18*1*350GM),CARTON,2011104111.0,PLAIN WIMPY BAG 90*60 CM,EA,0.0900694136069366,1.0,1,BOM-1
NFC,4001360119,ROYAL BEEF MEAT BALL 750G (10*1*750GM),CARTON,2011104351.0,ROYAL CARTON 425*275*210,EA,1.015,1.0,1,BOM-1
NFC,4001360119,ROYAL BEEF MEAT BALL 750G (10*1*750GM),CARTON,2011104429.0,TAPE,EA,0.002,1.0,1,BOM-1
NFC,4001360119,ROYAL BEEF MEAT BALL 750G (10*1*750GM),CARTON,2011114970.0,ROLL BEEF KOFTA ROYAL N,MTR,3.3,1.0,1,BOM-1
NFC,4001360119,ROYAL BEEF MEAT BALL 750G (10*1*750GM),CARTON,1001101002.0,BRAZILIAN BEEF FOREQUARTER,KGM,1.860144436394232,0.0,1,BOM-1
NFC,4001360119,ROYAL BEEF MEAT BALL 750G (10*1*750GM),CARTON,1001101007.0,BRAZILIAN BEEF TRIMMING,KGM,0.7972047584546708,0.0,1,BOM-1
NFC,4001360119,ROYAL BEEF MEAT BALL 750G (10*1*750GM),CARTON,1001101102.0,BEEF BODY FAT,KGM,0.9743613714445976,0.0,1,BOM-1
NFC,4001360119,ROYAL BEEF MEAT BALL 750G (10*1*750GM),CARTON,1001102621.0,SANGRIA BEEF BLOCKS,KGM,0.4428915324748171,0.0,1,BOM-1
NFC,4001360119,ROYAL BEEF MEAT BALL 750G (10*1*750GM),CARTON,1001103024.0,Frozen Whole Onion,KGM,1.328674597424451,0.0,1,BOM-1
NFC,4001360119,ROYAL BEEF MEAT BALL 750G (10*1*750GM),CARTON,1002102047.0,GREEN BELL PEPPER,KGM,0.0354313225979853,0.0,1,BOM-1
