FACTCode,COMP_ITEM_CODE,MthNum,RM Cost,retain_flag
NFC,1006102030.0,10,1.7357828610096513,1
NFC,1006102030.0,11,1.7361824418710987,1
NFC,1006102030.0,12,1.7364013012691912,1
NFC,1006102055.0,1,14.865768699066347,1
NFC,1006102055.0,2,14.865981216639243,1
NFC,1006102055.0,3,14.866241432701095,1
NFC,1006102055.0,4,14.866587595136929,1
NFC,1006102055.0,5,14.867036753737638,1
NFC,1006102055.0,6,14.867644714844133,1
NFC,1006102055.0,7,14.893479836997168,1
NFC,1006102055.0,8,14.927762660353268,1
NFC,1006102055.0,9,14.942117877604426,1
NFC,1006102055.0,10,14.950284430533534,1
NFC,1006102055.0,11,14.954345825266902,1
NFC,1006102055.0,12,14.956202902013706,1
NFC,1006102110.0,1,1.6271450549804007,1
NFC,1006102110.0,2,1.6271453895526453,1
NFC,1006102110.0,3,1.6271458093645657,1
NFC,1006102110.0,4,1.6271463613311121,1
NFC,1006102110.0,5,1.6275795477797275,1
NFC,1006102110.0,6,1.6480963056858196,1
NFC,1006102110.0,7,1.658558019832693,1
NFC,1006102110.0,8,1.6632330353067244,1
NFC,1006102110.0,9,1.6656207621175319,1
NFC,1006102110.0,10,1.666808399753413,1
NFC,1006102110.0,11,1.6673860065049828,1
NFC,1006102110.0,12,1.667673054402351,1
NFC,1006102198.0,1,6.856909337530985,1
NFC,1006102198.0,2,6.864208801469466,1
NFC,1006102198.0,3,6.97491470815812,1
NFC,1006102198.0,4,7.055130020856916,1
NFC,1006102198.0,5,7.102506250126152,1
NFC,1006102198.0,6,7.122685102353433,1
NFC,1006102198.0,7,7.134310656574712,1
NFC,1006102198.0,8,7.140119903304786,1
NFC,1006102198.0,9,7.142408225979264,1
NFC,1006102198.0,10,7.143711537474527,1
NFC,1006102198.0,11,7.144369803486737,1
NFC,1006102198.0,12,7.14468014875825,1
NFC,1006102559.0,1,0.0027959999999300996,1
NFC,1006102559.0,2,0.0027959999999300996,1
NFC,1006102559.0,3,0.0027959999999300996,1
NFC,1006102559.0,4,0.0027959999999300996,1
NFC,1006102559.0,5,0.0027959999999300996,1
NFC,1006102559.0,6,0.0027959999999300996,1
NFC,1006102559.0,7,0.0027959999999300996,1
NFC,1006102559.0,8,0.0027959999999300996,1
NFC,1006102559.0,9,0.0027959999999300996,1
NFC,1006102559.0,10,0.0027959999999300996,1
NFC,1006102559.0,11,0.0027959999999300996,1
NFC,1006102559.0,12,0.0027959999999300996,1
NFC,2011104111.0,1,0.14490579218677427,1
NFC,2011104111.0,2,0.14767178846161785,1
NFC,2011104111.0,3,0.14994907994617795,1
NFC,2011104111.0,4,0.1512192362221832,1
NFC,2011104111.0,5,0.15171422322148292,1
NFC,2011104111.0,6,0.15199516726665213,1
NFC,2011104111.0,7,0.15212326073280868,1
NFC,2011104111.0,8,0.15218607219316915,1
NFC,2011104111.0,9,0.1522178728412998,1
NFC,2011104111.0,10,0.1522350797509373,1
NFC,2011104111.0,11,0.15224289728342902,1
NFC,2011104111.0,12,0.1522464486396349,1
NFC,2011104134.0,1,2.105170691617641,1
NFC,2011104134.0,2,2.1367746572166215,1
NFC,2011104134.0,3,2.1553165669265697,1
NFC,2011104134.0,4,2.1624101722091904,1
NFC,2011104134.0,5,2.166725939611927,1
NFC,2011104134.0,6,2.1685708236479555,1
NFC,2011104134.0,7,2.169413884314028,1
NFC,2011104134.0,8,2.1698802434123503,1
NFC,2011104134.0,9,2.170123232601384,1
NFC,2011104134.0,10,2.1702484037536176,1
NFC,2011104134.0,11,2.1702988557329066,1
NFC,2011104134.0,12,2.1703244274642373,1
NFC,2011104212.0,1,0.9371901251883741,1
NFC,2011104212.0,2,0.9371914703625793,1
NFC,2011104212.0,3,0.9371932586571293,1
NFC,2011104212.0,4,0.9371962933862201,1
NFC,2011104212.0,5,0.9595219309293488,1
NFC,2011104212.0,6,0.9769478184169118,1
NFC,2011104212.0,7,0.9867490442373803,1
NFC,2011104212.0,8,0.9917872074141375,1
NFC,2011104212.0,9,0.9938035522696271,1
NFC,2011104212.0,10,0.9949165111615023,1
NFC,2011104212.0,11,0.9954803228787993,1
NFC,2011104212.0,12,0.9957463296323427,1
NFC,2011104500.0,1,0.26667320108978126,1
NFC,2011104500.0,2,0.271907142763659,1
NFC,2011104500.0,3,0.27563184127501134,1
NFC,2011104500.0,4,0.27773129973685,1
NFC,2011104500.0,5,0.27891484581302123,1
NFC,2011104500.0,6,0.27942149815558937,1
NFC,2011104500.0,7,0.27974500042335243,1
NFC,2011104500.0,8,0.27987327444867083,1
NFC,2011104500.0,9,0.27993653669077606,1
NFC,2011104500.0,10,0.2799689169543367,1
NFC,2011104500.0,11,0.27998385850073176,1
NFC,2011104500.0,12,0.2799919281568671,1
KFC,1001101002.0,1,3.715602428851732,1
KFC,1001101002.0,2,3.725714833374998,1
KFC,1001101002.0,3,3.7060397364258764,1
KFC,1001101002.0,4,3.6312060853344694,1
KFC,1001101002.0,5,3.5042308042534276,1
KFC,1001101002.0,6,3.4696416934674867,1
KFC,1001101002.0,7,3.4894275622094137,1
KFC,1001101002.0,8,3.5191995395142417,1
KFC,1001101002.0,9,3.574566177705869,1
KFC,1001101002.0,10,3.6194511543617724,1
KFC,1001101002.0,11,3.655447434451914,1
KFC,1001101002.0,12,3.6886967440316716,1
KFC,1001101007.0,1,2.5323678775122276,1
KFC,1001101007.0,2,2.6313974901501442,1
KFC,1001101007.0,3,2.6833877303913516,1
KFC,1001101007.0,4,2.697186634150948,1
KFC,1001101007.0,5,2.6692253681349674,1
KFC,1001101007.0,6,2.6557569781855213,1
KFC,1001101007.0,7,2.658035650498632,1
KFC,1001101007.0,8,2.659855135485422,1
KFC,1001101007.0,9,2.685447998974863,1
KFC,1001101007.0,10,2.731995587470308,1
KFC,1001101007.0,11,2.7807708590888014,1
KFC,1001101007.0,12,2.8171071007399977,1
KFC,1005102559.0,1,0.00326796317659,1
KFC,1005102559.0,2,0.00326796317659,1
KFC,1005102559.0,3,0.00326796317659,1
KFC,1005102559.0,4,0.00326796317659,1
KFC,1005102559.0,5,0.00326796317659,1
KFC,1005102559.0,6,0.00326796317659,1
KFC,1005102559.0,7,0.00326796317659,1
KFC,1005102559.0,8,0.00326796317659,1
KFC,1005102559.0,9,0.00326796317659,1
KFC,1005102559.0,10,0.00326796317659,1
KFC,1005102559.0,11,0.00326796317659,1
KFC,1005102559.0,12,0.00326796317659,1
KFC,1006102005.0,1,2.4355213178236443,1
KFC,1006102005.0,2,2.4251683737243455,1
KFC,1006102005.0,3,2.4193518104361793,1
KFC,1006102005.0,4,2.4165471872831064,1
KFC,1006102005.0,5,2.41495202760114,1
KFC,1006102005.0,6,2.4142829409936963,1
KFC,1006102005.0,7,2.4139168684489682,1
KFC,1006102005.0,8,2.413734417658976,1
KFC,1006102005.0,9,2.4136218571978403,1
KFC,1006102005.0,10,2.4135839232442935,1
KFC,1006102005.0,11,2.4135656532641327,1
KFC,1006102005.0,12,2.4135533819892334,1
KFC,1006102008.0,1,1.5120408211461034,1
KFC,1006102008.0,2,1.5505189200956841,1
KFC,1006102008.0,3,1.5614426872884504,1
KFC,1006102008.0,4,1.5705694828469055,1
KFC,1006102008.0,5,1.5751540687743186,1
KFC,1006102008.0,6,1.5768429634308725,1
KFC,1006102008.0,7,1.577966059732333,1
KFC,1006102008.0,8,1.5784952109696389,1
KFC,1006102008.0,9,1.5787336782341317,1
KFC,1006102008.0,10,1.578849073931809,1
KFC,1006102008.0,11,1.5789042341491955,1
KFC,1006102008.0,12,1.5789357161900461,1
KFC,1006102011.0,1,12.817049375200398,1
KFC,1006102011.0,2,12.81695660023692,1
KFC,1006102011.0,3,12.8168433341168,1
KFC,1006102011.0,4,12.816705448431984,1
KFC,1006102011.0,5,12.816531730395278,1
KFC,1006102011.0,6,12.816286029184779,1
KFC,1006102011.0,7,12.763566344590647,1
KFC,1006102011.0,8,12.725399765099517,1
KFC,1006102011.0,9,12.708224096043484,1
KFC,1006102011.0,10,12.699576707337016,1
KFC,1006102011.0,11,12.695318122966212,1
KFC,1006102011.0,12,12.692942300602464,1
KFC,1006102020.0,1,3.1104630737078973,1
KFC,1006102020.0,2,3.1293837641007296,1
KFC,1006102020.0,3,3.1365344186325363,1
KFC,1006102020.0,4,3.1412916316635067,1
KFC,1006102020.0,5,3.144015644926853,1
KFC,1006102020.0,6,3.144863176899517,1
KFC,1006102020.0,7,3.1454780540005336,1
KFC,1006102020.0,8,3.145747397083936,1
KFC,1006102020.0,9,3.1458736759317474,1
KFC,1006102020.0,10,3.1459398808817096,1
KFC,1006102020.0,11,3.145968559325779,1
KFC,1006102020.0,12,3.1459879430781728,1
KFC,1006102030.0,1,1.6531644496709434,1
KFC,1006102030.0,2,1.6055467936082697,1
KFC,1006102030.0,3,1.5561694608664092,1
KFC,1006102030.0,4,1.5255318923573495,1
KFC,1006102030.0,5,1.5118197848408084,1
KFC,1006102030.0,6,1.506318670929311,1
KFC,1006102030.0,7,1.5024350608991848,1
KFC,1006102030.0,8,1.5011156593184427,1
KFC,1006102030.0,9,1.5004088280992438,1
KFC,1006102030.0,10,1.500092143077174,1
KFC,1006102030.0,11,1.4999060530657895,1
KFC,1006102030.0,12,1.4998036851710528,1
KFC,1006102055.0,1,40.07265915171487,1
KFC,1006102055.0,2,39.98541828663781,1
KFC,1006102055.0,3,39.867616965268894,1
KFC,1006102055.0,4,39.70921919578393,1
KFC,1006102055.0,5,38.00434414269413,1
KFC,1006102055.0,6,37.1724427556452,1
KFC,1006102055.0,7,36.56904872152054,1
KFC,1006102055.0,8,36.33990366632769,1
KFC,1006102055.0,9,36.2105030341927,1
KFC,1006102055.0,10,36.14791575403122,1
KFC,1006102055.0,11,36.12284409210886,1
KFC,1006102055.0,12,36.10782353282797,1
KFC,1006102110.0,1,3.757508365390359,1
KFC,1006102110.0,2,3.757501732891648,1
KFC,1006102110.0,3,3.7574936329514177,1
KFC,1006102110.0,4,3.7574837180181557,1
KFC,1006102110.0,5,3.7574708067459603,1
KFC,1006102110.0,6,3.7574510087133466,1
KFC,1006102110.0,7,3.7059496342348606,1
KFC,1006102110.0,8,3.6822094220939254,1
KFC,1006102110.0,9,3.671491858216638,1
KFC,1006102110.0,10,3.6665205580012006,1
KFC,1006102110.0,11,3.6639017275316164,1
KFC,1006102110.0,12,3.6624779362776856,1
KFC,1006102154.0,1,5.650014062350905,1
KFC,1006102154.0,2,5.6974985751415135,1
KFC,1006102154.0,3,5.725574569110571,1
KFC,1006102154.0,4,5.739966543944803,1
KFC,1006102154.0,5,5.746328215509133,1
KFC,1006102154.0,6,5.749701996002625,1
KFC,1006102154.0,7,5.751524009375291,1
KFC,1006102154.0,8,5.752326699940881,1
KFC,1006102154.0,9,5.752691062798442,1
KFC,1006102154.0,10,5.752867365731599,1
KFC,1006102154.0,11,5.752949992968607,1
KFC,1006102154.0,12,5.753003615622694,1
KFC,1006102198.0,1,15.038908942649318,1
KFC,1006102198.0,2,14.131044818351244,1
KFC,1006102198.0,3,13.41775080276943,1
KFC,1006102198.0,4,13.178026806487978,1
KFC,1006102198.0,5,12.934760487455605,1
KFC,1006102198.0,6,12.879694378617698,1
KFC,1006102198.0,7,12.844286549533328,1
KFC,1006102198.0,8,12.828734820592304,1
KFC,1006102198.0,9,12.82000584426844,1
KFC,1006102198.0,10,12.815791593067052,1
KFC,1006102198.0,11,12.81415270859158,1
KFC,1006102198.0,12,12.813208894781004,1
KFC,2013103014.0,1,2.444001499255179,1
KFC,2013103014.0,2,2.443766768458194,1
KFC,2013103014.0,3,2.4435108981355462,1
KFC,2013103014.0,4,2.443232158956414,1
KFC,2013103014.0,5,2.4429248473593494,1
KFC,2013103014.0,6,2.4425852440648907,1
KFC,2013103014.0,7,2.442199997200441,1
KFC,2013103014.0,8,2.4417623576363114,1
KFC,2013103014.0,9,2.4412531547226575,1
KFC,2013103014.0,10,2.440639770533395,1
KFC,2013103014.0,11,2.4398168947549883,1
KFC,2013103014.0,12,2.438602372290199,1
KFC,2013104212.0,1,1.3461549884659512,1
KFC,2013104212.0,2,1.4345632015755148,1
KFC,2013104212.0,3,1.504548567809718,1
KFC,2013104212.0,4,1.5283539470707967,1
KFC,2013104212.0,5,1.551938400975351,1
KFC,2013104212.0,6,1.5572800179410273,1
KFC,2013104212.0,7,1.5607216532524029,1
KFC,2013104212.0,8,1.5622568242086974,1
KFC,2013104212.0,9,1.5631093067117567,1
KFC,2013104212.0,10,1.5635254378865506,1
KFC,2013104212.0,11,1.5636854726861975,1
KFC,2013104212.0,12,1.5637783463792154,1
KFC,2013104501.0,1,1.855517388033225,1
KFC,2013104501.0,2,1.855445882315667,1
KFC,2013104501.0,3,1.855367282956698,1
KFC,2013104501.0,4,1.8552809000988866,1
KFC,2013104501.0,5,1.8551845892256293,1
KFC,2013104501.0,6,1.8550768083717146,1
KFC,2013104501.0,7,1.854952242921596,1
KFC,2013104501.0,8,1.8548076403300313,1
KFC,2013104501.0,9,1.8546343364403661,1
KFC,2013104501.0,10,1.8544163798759599,1
KFC,2013104501.0,11,1.8540949347610718,1
KFC,2013104501.0,12,1.7896387914995235,1
KFC,2013105015.0,1,0.15446530197731928,1
KFC,2013105015.0,2,0.15446053900738843,1
KFC,2013105015.0,3,0.15445547629374506,1
KFC,2013105015.0,4,0.15445014796937656,1
KFC,2013105015.0,5,0.15444453387804158,1
KFC,2013105015.0,6,0.15443847741604172,1
KFC,2013105015.0,7,0.15443195416208702,1
KFC,2013105015.0,8,0.15442494414884037,1
KFC,2013105015.0,9,0.1544171163156819,1
KFC,2013105015.0,10,0.1544081176331753,1
KFC,2013105015.0,11,0.154397539338418,1
KFC,2013105015.0,12,0.15438510404907793,1
KFC,2013114220.0,1,0.2680762789451926,1
KFC,2013114220.0,2,0.2680762431034224,1
KFC,2013114220.0,3,0.2680761990606657,1
KFC,2013114220.0,4,0.26807614684740816,1
KFC,2013114220.0,5,0.2680760800118743,1
KFC,2013114220.0,6,0.2680759977392036,1
KFC,2013114220.0,7,0.26782963310347163,1
KFC,2013114220.0,8,0.26754782725606624,1
KFC,2013114220.0,9,0.2673913979504705,1
KFC,2013114220.0,10,0.2673150017234645,1
KFC,2013114220.0,11,0.26728562701733355,1
KFC,2013114220.0,12,0.2672685861241141,1
KFC,2013116004.0,1,0.009300623200575139,1
KFC,2013116004.0,2,0.009300623200575139,1
KFC,2013116004.0,3,0.009300623200575139,1
KFC,2013116004.0,4,0.009300623200575139,1
KFC,2013116004.0,5,0.009300623200575139,1
KFC,2013116004.0,6,0.009300623200575139,1
KFC,2013116004.0,7,0.009300623200575139,1
KFC,2013116004.0,8,0.009300623200575139,1
KFC,2013116004.0,9,0.009300623200575139,1
KFC,2013116004.0,10,0.009300623200575139,1
KFC,2013116004.0,11,0.009300623200575139,1
KFC,2013116004.0,12,0.009300623200575139,1
KFC,2013117015.0,1,0.48664173347373346,1
KFC,2013117015.0,2,0.48664354994151765,1
KFC,2013117015.0,3,0.48664571909927695,1
KFC,2013117015.0,4,0.48664842148766096,1
KFC,2013117015.0,5,0.4866519487490072,1
KFC,2013117015.0,6,0.48665700929307926,1
KFC,2013117015.0,7,0.48948163119407606,1
KFC,2013117015.0,8,0.4921342896781689,1
KFC,2013117015.0,9,0.4933985267321168,1
KFC,2013117015.0,10,0.49396166226333654,1
KFC,2013117015.0,11,0.49420836469154295,1
KFC,2013117015.0,12,0.49438004904563204,1
KFC,2013117043.0,1,0.296126599220844,1
KFC,2013117043.0,2,0.2961273450167138,1
KFC,2013117043.0,3,0.3083635641422231,1
KFC,2013117043.0,4,0.319672378518303,1
KFC,2013117043.0,5,0.32606795614801964,1
KFC,2013117043.0,6,0.32886032293677675,1
KFC,2013117043.0,7,0.33047242641072233,1
KFC,2013117043.0,8,0.331206133429512,1
KFC,2013117043.0,9,0.3316204958626206,1
KFC,2013117043.0,10,0.3317847627368343,1
KFC,2013117043.0,11,0.33185836578709577,1
KFC,2013117043.0,12,0.33191048191562356,1
KFC,2013117051.0,1,0.054832877921218104,1
KFC,2013117051.0,2,0.053092441492977475,1
KFC,2013117051.0,3,0.04753685346681012,1
KFC,2013117051.0,4,0.043965572648753434,1
KFC,2013117051.0,5,0.04242643016505701,1
KFC,2013117051.0,6,0.04162223038974772,1
KFC,2013117051.0,7,0.04121391596198714,1
KFC,2013117051.0,8,0.04097206337917718,1
KFC,2013117051.0,9,0.04088778121770659,1
KFC,2013117051.0,10,0.04083261264055796,1
KFC,2013117051.0,11,0.04080479758460862,1
KFC,2013117051.0,12,0.04079081537841274,1
KFC,2013118037.0,1,0.014052241659337,1
KFC,2013118037.0,2,0.014052241659337,1
KFC,2013118037.0,3,0.014052241659337,1
KFC,2013118037.0,4,0.014052241659337,1
KFC,2013118037.0,5,0.014052241659337,1
KFC,2013118037.0,6,0.014052241659337,1
KFC,2013118037.0,7,0.014052241659337,1
KFC,2013118037.0,8,0.014052241659337,1
KFC,2013118037.0,9,0.014052241659337,1
KFC,2013118037.0,10,0.014052241659337,1
KFC,2013118037.0,11,0.014052241659337,1
KFC,2013118037.0,12,0.014052241659337,1
KFC,2013119006.0,1,0.4151171538697944,1
KFC,2013119006.0,2,0.4150491436578365,1
KFC,2013119006.0,3,0.41479157243991926,1
KFC,2013119006.0,4,0.41466571434340477,1
KFC,2013119006.0,5,0.41457776352727793,1
KFC,2013119006.0,6,0.41454325857975705,1
KFC,2013119006.0,7,0.4145252046208445,1
KFC,2013119006.0,8,0.41451674620206447,1
KFC,2013119006.0,9,0.41451250551140245,1
KFC,2013119006.0,10,0.4145104291857154,1
KFC,2013119006.0,11,0.41450946791114834,1
KFC,2013119006.0,12,0.4145089586053149,1
NFC,2011104266.0,1,0.240222199585244,1
NFC,2011104266.0,2,0.24022245665635603,1
NFC,2011104266.0,3,0.2402227860827963,1
NFC,2011104266.0,4,0.2402232824485138,1
NFC,2011104266.0,5,0.2402239990428516,1
NFC,2011104266.0,6,0.24343240340187172,1
NFC,2011104266.0,7,0.24765452946762573,1
NFC,2011104266.0,8,0.2498867474518873,1
NFC,2011104266.0,9,0.2509925342221018,1
NFC,2011104266.0,10,0.2514881332348667,1
NFC,2011104266.0,11,0.251761870405192,1
NFC,2011104266.0,12,0.2518809372580386,1
NFC,2011104303.0,1,0.42130473404317625,1
NFC,2011104303.0,2,0.4213050031833793,1
NFC,2011104303.0,3,0.4299562682117146,1
NFC,2011104303.0,4,0.4366621822447596,1
NFC,2011104303.0,5,0.4392978602747005,1
NFC,2011104303.0,6,0.4409331602606898,1
NFC,2011104303.0,7,0.44166905539692636,1
NFC,2011104303.0,8,0.44198719635688205,1
NFC,2011104303.0,9,0.44218280092396844,1
NFC,2011104303.0,10,0.44229889171582204,1
NFC,2011104303.0,11,0.44233021626205965,1
NFC,2011104303.0,12,0.44234760806789697,1
NFC,2011104598.0,1,1546.13333329468,1
NFC,2011104598.0,2,1546.13333329468,1
NFC,2011104598.0,3,1546.13333329468,1
NFC,2011104598.0,4,1546.13333329468,1
NFC,2011104598.0,5,1546.13333329468,1
NFC,2011104598.0,6,1546.13333329468,1
NFC,2011104598.0,7,1546.13333329468,1
NFC,2011104598.0,8,1546.13333329468,1
NFC,2011104598.0,9,1546.13333329468,1
NFC,2011104598.0,10,1546.13333329468,1
NFC,2011104598.0,11,1546.13333329468,1
NFC,2011104598.0,12,1546.13333329468,1
NFC,2011114087.0,1,0.1020777335882305,1
NFC,2011114087.0,2,0.10207816396149975,1
NFC,2011114087.0,3,0.10207862864900348,1
NFC,2011114087.0,4,0.10207913083747205,1
NFC,2011114087.0,5,0.10207966029059198,1
NFC,2011114087.0,6,0.10208022911016958,1
NFC,2011114087.0,7,0.1020808481354282,1
NFC,2011114087.0,8,0.10208148331321229,1
NFC,2011114087.0,9,0.1020821223109649,1
NFC,2011114087.0,10,0.10208276598685638,1
NFC,2011114087.0,11,0.10208341358692434,1
NFC,2011114087.0,12,0.1020841064470776,1
NFC,1001101139.0,1,3.559801866577672,1
NFC,1001101139.0,2,3.559801866577672,1
NFC,1001101139.0,3,3.559801866577672,1
NFC,1001101139.0,4,3.559801866577672,1
NFC,1001101139.0,5,3.559801866577672,1
NFC,1001101139.0,6,3.559801866577672,1
NFC,1001101139.0,7,3.559801866577672,1
NFC,1001101139.0,8,3.559801866577672,1
NFC,1001101139.0,9,3.559801866577672,1
NFC,1001101139.0,10,3.559801866577672,1
NFC,1001101139.0,11,3.559801866577672,1
NFC,1001101139.0,12,3.559801866577672,1
NFC,1005102205.0,1,3.0450777452298494,1
NFC,1005102205.0,2,3.045106817033808,1
NFC,1005102205.0,3,3.0451381167315263,1
NFC,1005102205.0,4,3.0451718895675146,1
NFC,1005102205.0,5,3.0452075182970555,1
NFC,1005102205.0,6,3.0452451924655453,1
NFC,1005102205.0,7,3.0452860025614163,1
NFC,1005102205.0,8,3.045329469365113,1
NFC,1005102205.0,9,3.0453763677570844,1
NFC,1005102205.0,10,3.0454270630627622,1
NFC,1005102205.0,11,3.0454820033997256,1
