,FACTCode,COMP_ITEM_CODE,MthNum,RM Cost,retain_flag,Available_1_to_12
141,GFC,1001102626.0,10,4.765036418325745,1.0,True
142,GFC,1001102626.0,11,4.765034245108517,1.0,True
143,GFC,1001102626.0,12,4.765032869691642,1.0,True
144,GFC,1005102057.0,1,1.1841444160249024,1.0,True
145,GFC,1005102057.0,2,1.2278090974454805,1.0,True
146,GFC,1005102057.0,3,1.2658417700686275,1.0,True
147,GFC,1005102057.0,4,1.2788852035730214,1.0,True
148,GFC,1005102057.0,5,1.2900317736714095,1.0,True
149,GFC,1005102057.0,6,1.2944788572496255,1.0,True
150,GFC,1005102057.0,7,1.2952550529392,1.0,True
151,GFC,1005102057.0,8,1.2956021136337816,1.0,True
152,GFC,1005102057.0,9,1.295811105359982,1.0,True
153,GFC,1005102057.0,10,1.2839867726770429,1.0,True
154,GFC,1005102057.0,11,1.278249501377574,1.0,True
155,GFC,1005102057.0,12,1.277038948179569,1.0,True
156,GFC,1005102133.0,1,6.991672403491236,1.0,True
157,GFC,1005102133.0,2,6.975457928414042,1.0,True
158,GFC,1005102133.0,3,6.966043339743408,1.0,True
159,GFC,1005102133.0,4,6.960256342707081,1.0,True
160,GFC,1005102133.0,5,6.956184571996917,1.0,True
161,GFC,1005102133.0,6,6.932635017903398,1.0,True
162,GFC,1005102133.0,7,6.918256188763079,1.0,True
163,GFC,1005102133.0,8,6.907050830574951,1.0,True
164,GFC,1005102133.0,9,6.899017344164114,1.0,True
165,GFC,1005102133.0,10,6.893015635612759,1.0,True
166,GFC,1005102133.0,11,6.892368990169269,1.0,True
167,GFC,1005102133.0,12,6.891599103345433,1.0,True
168,GFC,1005102162.0,1,24.0316826953638,1.0,True
169,GFC,1005102162.0,2,22.71206200557416,1.0,True
170,GFC,1005102162.0,3,21.73146520529288,1.0,True
171,GFC,1005102162.0,4,20.9796359078366,1.0,True
172,GFC,1005102162.0,5,20.360213396828613,1.0,True
173,GFC,1005102162.0,6,19.86863655676297,1.0,True
174,GFC,1005102162.0,7,19.42664063127855,1.0,True
175,GFC,1005102162.0,8,18.95591067611688,1.0,True
176,GFC,1005102162.0,9,18.52717170044152,1.0,True
177,GFC,1005102162.0,10,18.19771983371309,1.0,True
178,GFC,1005102162.0,11,17.850217006866504,1.0,True
179,GFC,1005102162.0,12,17.584252960565877,1.0,True
180,GFC,1005102191.0,1,3.677441644994605,1.0,True
181,GFC,1005102191.0,2,3.7107698850490474,1.0,True
182,GFC,1005102191.0,3,3.729417463336099,1.0,True
183,GFC,1005102191.0,4,3.755335849571965,1.0,True
184,GFC,1005102191.0,5,3.7694862220562553,1.0,True
185,GFC,1005102191.0,6,3.776060144076417,1.0,True
186,GFC,1005102191.0,7,3.7821769993106393,1.0,True
187,GFC,1005102191.0,8,3.7886692403601714,1.0,True
188,GFC,1005102191.0,9,3.7923049280472014,1.0,True
189,GFC,1005102191.0,10,3.7959143347375823,1.0,True
190,GFC,1005102191.0,11,3.798943533780093,1.0,True
191,GFC,1005102191.0,12,3.8016331632886247,1.0,True
192,GFC,1005102193.0,1,2.665430108527804,1.0,True
193,GFC,1005102193.0,2,2.727027883419048,1.0,True
194,GFC,1005102193.0,3,2.760702752818581,1.0,True
195,GFC,1005102193.0,4,2.7800067470544816,1.0,True
196,GFC,1005102193.0,5,2.789071874705403,1.0,True
197,GFC,1005102193.0,6,2.793756247382291,1.0,True
198,GFC,1005102193.0,7,2.796016640351892,1.0,True
199,GFC,1005102193.0,8,2.7976640980577194,1.0,True
200,GFC,1005102193.0,9,2.7986509102455965,1.0,True
201,GFC,1005102193.0,10,2.799200889735192,1.0,True
202,GFC,1005102193.0,11,2.799490081720172,1.0,True
203,GFC,1005102193.0,12,2.799650084381648,1.0,True
204,GFC,1005102227.0,1,42.09655414716095,1.0,True
205,GFC,1005102227.0,2,42.10891716357277,1.0,True
206,GFC,1005102227.0,3,42.11633588328901,1.0,True
207,GFC,1005102227.0,4,42.12142661896976,1.0,True
208,GFC,1005102227.0,5,42.12523620177582,1.0,True
209,GFC,1005102227.0,6,42.12766370275481,1.0,True
210,GFC,1005102227.0,7,42.12928889772058,1.0,True
211,GFC,1005102227.0,8,42.130555975788056,1.0,True
212,GFC,1005102227.0,9,42.13136213240564,1.0,True
213,GFC,1005102227.0,10,42.13191783790729,1.0,True
214,GFC,1005102227.0,11,42.13229439469277,1.0,True
215,GFC,1005102227.0,12,42.13242563285094,1.0,True
216,GFC,1006102002.0,1,2.3663683089238,1.0,True
217,GFC,1006102002.0,2,3.106977204122146,1.0,True
218,GFC,1006102002.0,3,3.36593111497735,1.0,True
219,GFC,1006102002.0,4,3.470320218474064,1.0,True
220,GFC,1006102002.0,5,3.517201502591844,1.0,True
221,GFC,1006102002.0,6,3.5368540523589047,1.0,True
222,GFC,1006102002.0,7,3.5447820630291087,1.0,True
223,GFC,1006102002.0,8,3.5481725986156523,1.0,True
224,GFC,1006102002.0,9,3.5493868565034044,1.0,True
225,GFC,1006102002.0,10,3.549797057645953,1.0,True
226,GFC,1006102002.0,11,3.5499316225476205,1.0,True
227,GFC,1006102002.0,12,3.549976026326526,1.0,True
228,GFC,1006102008.0,1,1.208057859664809,1.0,True
229,GFC,1006102008.0,2,1.2575855606012696,1.0,True
230,GFC,1006102008.0,3,1.3100564521922289,1.0,True
231,GFC,1006102008.0,4,1.3259323410791746,1.0,True
232,GFC,1006102008.0,5,1.3502099527174731,1.0,True
233,GFC,1006102008.0,6,1.3667671172910123,1.0,True
234,GFC,1006102008.0,7,1.3767446080614223,1.0,True
235,GFC,1006102008.0,8,1.380893428251757,1.0,True
236,GFC,1006102008.0,9,1.3865169674493287,1.0,True
237,GFC,1006102008.0,10,1.3925390462438032,1.0,True
238,GFC,1006102008.0,11,1.3951124592589632,1.0,True
239,GFC,1006102008.0,12,1.3967247298436838,1.0,True
240,GFC,1006102009.0,1,0.1204836423109092,1.0,True
241,GFC,1006102009.0,2,0.1216376890101194,1.0,True
242,GFC,1006102009.0,3,0.1220490004892573,1.0,True
243,GFC,1006102009.0,4,0.1222500536433606,1.0,True
244,GFC,1006102009.0,5,0.1223567212703983,1.0,True
245,GFC,1006102009.0,6,0.1224171195737119,1.0,True
246,GFC,1006102009.0,7,0.1224509303798801,1.0,True
247,GFC,1006102009.0,8,0.1224751781980615,1.0,True
248,GFC,1006102009.0,9,0.1224902826488264,1.0,True
249,GFC,1006102009.0,10,0.1231827657446351,1.0,True
250,GFC,1006102009.0,11,0.1235637122560414,1.0,True
251,GFC,1006102009.0,12,0.1237937275924778,1.0,True
252,GFC,1006102010.0,1,6.152253049864646,1.0,True
253,GFC,1006102010.0,2,6.1913386129602666,1.0,True
254,GFC,1006102010.0,3,6.21793255681596,1.0,True
255,GFC,1006102010.0,4,6.238106014087603,1.0,True
256,GFC,1006102010.0,5,6.263685042013607,1.0,True
257,GFC,1006102010.0,6,6.274893451999465,1.0,True
258,GFC,1006102010.0,7,6.285098278786893,1.0,True
259,GFC,1006102010.0,8,6.2950026577437095,1.0,True
260,GFC,1006102010.0,9,6.299892201024045,1.0,True
261,GFC,1006102010.0,10,6.30361918730264,1.0,True
262,GFC,1006102010.0,11,6.307911807814054,1.0,True
263,GFC,1006102010.0,12,6.310297071117224,1.0,True
264,GFC,1006102011.0,1,4.231558144560088,1.0,True
265,GFC,1006102011.0,2,4.305368883365963,1.0,True
266,GFC,1006102011.0,3,4.3477647162452,1.0,True
267,GFC,1006102011.0,4,4.376119872867943,1.0,True
268,GFC,1006102011.0,5,4.393957228583058,1.0,True
269,GFC,1006102011.0,6,4.4053247734129215,1.0,True
270,GFC,1006102011.0,7,4.412102895730271,1.0,True
271,GFC,1006102011.0,8,4.416924706865256,1.0,True
272,GFC,1006102011.0,9,4.419824718774762,1.0,True
273,GFC,1006102011.0,10,4.421657878056314,1.0,True
274,GFC,1006102011.0,11,4.42260974274504,1.0,True
275,GFC,1006102011.0,12,4.423151218039407,1.0,True
276,GFC,1006102013.0,1,1.523271917436169,1.0,True
277,GFC,1006102013.0,2,1.5369886760957403,1.0,True
278,GFC,1006102013.0,3,1.5454940562001978,1.0,True
279,GFC,1006102013.0,4,1.5517177091968917,1.0,True
280,GFC,1006102013.0,5,1.555959289677976,1.0,True
281,GFC,1006102013.0,6,1.5589826109452,1.0,True
282,GFC,1006102013.0,7,1.5609350981202232,1.0,True
283,GFC,1006102013.0,8,1.5624538578667022,1.0,True
284,GFC,1006102013.0,9,1.5759419965372072,1.0,True
285,GFC,1006102013.0,10,1.585339880060253,1.0,True
286,GFC,1006102013.0,11,1.590917871789698,1.0,True
287,GFC,1006102013.0,12,1.5940792692745835,1.0,True
288,GFC,1006102014.0,1,1.7487619630289872,1.0,True
289,GFC,1006102014.0,2,1.745681737384188,1.0,True
290,GFC,1006102014.0,3,1.7442934051482433,1.0,True
291,GFC,1006102014.0,4,1.7436323521868258,1.0,True
292,GFC,1006102014.0,5,1.7432012763112072,1.0,True
293,GFC,1006102014.0,6,1.7430162099960866,1.0,True
294,GFC,1006102014.0,7,1.742907445546161,1.0,True
295,GFC,1006102014.0,8,1.7522795672462426,1.0,True
296,GFC,1006102014.0,9,1.757495417029601,1.0,True
297,GFC,1006102014.0,10,1.7610183026267996,1.0,True
298,GFC,1006102014.0,11,1.762271425441622,1.0,True
299,GFC,1006102014.0,12,1.7630559927462133,1.0,True
300,GFC,1006102015.0,1,2.818994868355298,1.0,True
301,GFC,1006102015.0,2,2.82692946431658,1.0,True
302,GFC,1006102015.0,3,2.8317796910584536,1.0,True
303,GFC,1006102015.0,4,2.8353148745264614,1.0,True
304,GFC,1006102015.0,5,2.837858231936107,1.0,True
305,GFC,1006102015.0,6,2.839649625680787,1.0,True
306,GFC,1006102015.0,7,2.8408862019706462,1.0,True
307,GFC,1006102015.0,8,2.841907382801954,1.0,True
308,GFC,1006102015.0,9,2.875708501380954,1.0,True
309,GFC,1006102015.0,10,2.9012276026496333,1.0,True
310,GFC,1006102015.0,11,2.917856618063672,1.0,True
311,GFC,1006102015.0,12,2.9269626708549343,1.0,True
312,GFC,1006102017.0,1,0.452426041294848,1.0,True
313,GFC,1006102017.0,2,0.4528935558220992,1.0,True
314,GFC,1006102017.0,3,0.4529743187774275,1.0,True
315,GFC,1006102017.0,4,0.4659419372476338,1.0,True
316,GFC,1006102017.0,5,0.4688993583826696,1.0,True
317,GFC,1006102017.0,6,0.4696492828374731,1.0,True
318,GFC,1006102017.0,7,0.4698659966930251,1.0,True
319,GFC,1006102017.0,8,0.4699527902870792,1.0,True
320,GFC,1006102017.0,9,0.4699814200350584,1.0,True
321,GFC,1006102017.0,10,0.4699920885776651,1.0,True
322,GFC,1006102017.0,11,0.4699959964736738,1.0,True
323,GFC,1006102017.0,12,0.4799069615018126,1.0,True
324,GFC,1006102020.0,1,2.1742730940527446,1.0,True
325,GFC,1006102020.0,2,2.1757983290217915,1.0,True
326,GFC,1006102020.0,3,2.1766570550221505,1.0,True
327,GFC,1006102020.0,4,2.177229903697228,1.0,True
328,GFC,1006102020.0,5,2.1776023301163567,1.0,True
329,GFC,1006102020.0,6,2.1778442902951265,1.0,True
330,GFC,1006102020.0,7,2.2582727408836623,1.0,True
331,GFC,1006102020.0,8,2.31938673040536,1.0,True
332,GFC,1006102020.0,9,2.358353396137679,1.0,True
333,GFC,1006102020.0,10,2.3852278578467727,1.0,True
334,GFC,1006102020.0,11,2.4003270821495746,1.0,True
335,GFC,1006102020.0,12,2.4088939827577875,1.0,True
336,GFC,1006102021.0,1,3.220692843695124,1.0,True
337,GFC,1006102021.0,2,3.3550518191730982,1.0,True
338,GFC,1006102021.0,3,3.446662569665212,1.0,True
339,GFC,1006102021.0,4,3.504309234940397,1.0,True
340,GFC,1006102021.0,5,3.557757616999183,1.0,True
341,GFC,1006102021.0,6,3.5952397168525683,1.0,True
342,GFC,1006102021.0,7,3.618840909607596,1.0,True
343,GFC,1006102021.0,8,3.6376527449430185,1.0,True
344,GFC,1006102021.0,9,3.652476231807196,1.0,True
345,GFC,1006102021.0,10,3.664589690593696,1.0,True
346,GFC,1006102021.0,11,3.6683821509317336,1.0,True
347,GFC,1006102021.0,12,3.671341416844283,1.0,True
348,GFC,1006102022.0,1,4.888971189345838,1.0,True
349,GFC,1006102022.0,2,4.891211423508104,1.0,True
350,GFC,1006102022.0,3,4.892893206134163,1.0,True
351,GFC,1006102022.0,4,4.894215053722392,1.0,True
352,GFC,1006102022.0,5,4.895590408079309,1.0,True
353,GFC,1006102022.0,6,4.947318755086462,1.0,True
354,GFC,1006102022.0,7,4.981352668323368,1.0,True
355,GFC,1006102022.0,8,5.010940589327398,1.0,True
356,GFC,1006102022.0,9,5.034858188279141,1.0,True
357,GFC,1006102022.0,10,5.0545186208026704,1.0,True
358,GFC,1006102022.0,11,5.058234086706062,1.0,True
359,GFC,1006102022.0,12,5.060613880073365,1.0,True
360,GFC,1006102024.0,1,3.307001907868288,1.0,True
361,GFC,1006102024.0,2,3.3137253238083835,1.0,True
362,GFC,1006102024.0,3,3.317912868572222,1.0,True
363,GFC,1006102024.0,4,3.320526035455216,1.0,True
364,GFC,1006102024.0,5,3.32260401740614,1.0,True
365,GFC,1006102024.0,6,3.3239375273869425,1.0,True
366,GFC,1006102024.0,7,3.324838362583705,1.0,True
367,GFC,1006102024.0,8,3.3255303050856786,1.0,True
368,GFC,1006102024.0,9,3.326046385490501,1.0,True
369,GFC,1006102024.0,10,3.326445048545831,1.0,True
370,GFC,1006102024.0,11,3.3266014810012243,1.0,True
371,GFC,1006102024.0,12,3.32673074671661,1.0,True
372,GFC,1006102030.0,1,1.4016340005264587,1.0,True
373,GFC,1006102030.0,2,1.40309281460418,1.0,True
374,GFC,1006102030.0,3,1.404304951017619,1.0,True
375,GFC,1006102030.0,4,1.405299627307785,1.0,True
376,GFC,1006102030.0,5,1.4062767089029051,1.0,True
377,GFC,1006102030.0,6,1.4071531926855378,1.0,True
378,GFC,1006102030.0,7,1.4062025477853064,1.0,True
379,GFC,1006102030.0,8,1.4051635380378718,1.0,True
380,GFC,1006102030.0,9,1.404270047204061,1.0,True
381,GFC,1006102030.0,10,1.403518008578923,1.0,True
382,GFC,1006102030.0,11,1.4029946757127585,1.0,True
383,GFC,1006102030.0,12,1.4025648338636176,1.0,True
384,GFC,1006102032.0,1,0.9430863821315107,1.0,True
385,GFC,1006102032.0,2,0.9663715585959446,1.0,True
386,GFC,1006102032.0,3,0.980830979961768,1.0,True
387,GFC,1006102032.0,4,0.9910465556974376,1.0,True
388,GFC,1006102032.0,5,1.0003778855395071,1.0,True
389,GFC,1006102032.0,6,1.0046474972700636,1.0,True
390,GFC,1006102032.0,7,1.007775357644687,1.0,True
391,GFC,1006102032.0,8,1.010860906829944,1.0,True
392,GFC,1006102032.0,9,1.0123695259797816,1.0,True
393,GFC,1006102032.0,10,1.013483883598285,1.0,True
394,GFC,1006102032.0,11,1.0142761781489755,1.0,True
395,GFC,1006102032.0,12,1.0146497438272195,1.0,True
396,GFC,1006102035.0,1,3.89628076813694,1.0,True
397,GFC,1006102035.0,2,3.9425188881900097,1.0,True
398,GFC,1006102035.0,3,3.98019190333596,1.0,True
399,GFC,1006102035.0,4,4.012884618677356,1.0,True
400,GFC,1006102035.0,5,4.042281948735841,1.0,True
401,GFC,1006102035.0,6,4.058336532297159,1.0,True
402,GFC,1006102035.0,7,4.070433097348484,1.0,True
403,GFC,1006102035.0,8,4.084589840165224,1.0,True
404,GFC,1006102035.0,9,4.092643903784332,1.0,True
405,GFC,1006102035.0,10,4.098652525334298,1.0,True
406,GFC,1006102035.0,11,4.104493841449508,1.0,True
407,GFC,1006102035.0,12,4.107275057877835,1.0,True
408,GFC,1006102036.0,1,0.8231936221817929,1.0,True
409,GFC,1006102036.0,2,0.8259537417664393,1.0,True
410,GFC,1006102036.0,3,0.8273026076643739,1.0,True
411,GFC,1006102036.0,4,0.8279826351356747,1.0,True
412,GFC,1006102036.0,5,0.8284052520766958,1.0,True
413,GFC,1006102036.0,6,0.8286363101331042,1.0,True
414,GFC,1006102036.0,7,0.8287674535551732,1.0,True
415,GFC,1006102036.0,8,0.8288638275256023,1.0,True
416,GFC,1006102036.0,9,0.8289286544942808,1.0,True
417,GFC,1006102036.0,10,0.8289747136129975,1.0,True
418,GFC,1006102036.0,11,0.8289805131604261,1.0,True
419,GFC,1006102036.0,12,0.8289872411185262,1.0,True
420,GFC,1006102038.0,1,7.760381211708646,1.0,True
421,GFC,1006102038.0,2,7.760381211708648,1.0,True
422,GFC,1006102038.0,3,7.760381211708647,1.0,True
423,GFC,1006102038.0,4,7.760381211708647,1.0,True
424,GFC,1006102038.0,5,7.760381211708647,1.0,True
425,GFC,1006102038.0,6,7.760381211708646,1.0,True
426,GFC,1006102038.0,7,7.760381211708647,1.0,True
427,GFC,1006102038.0,8,7.760381211708646,1.0,True
428,GFC,1006102038.0,9,7.760381211708646,1.0,True
429,GFC,1006102038.0,10,7.760381211708645,1.0,True
430,GFC,1006102038.0,11,7.760381211708645,1.0,True
431,GFC,1006102038.0,12,7.760381211708645,1.0,True
432,GFC,1006102040.0,1,2.59867402178352,1.0,True
433,GFC,1006102040.0,2,2.60438478850874,1.0,True
434,GFC,1006102040.0,3,2.6126929471028983,1.0,True
435,GFC,1006102040.0,4,2.616437609768385,1.0,True
436,GFC,1006102040.0,5,2.631082358442057,1.0,True
437,GFC,1006102040.0,6,2.6411458579816283,1.0,True
438,GFC,1006102040.0,7,2.6486795497686253,1.0,True
439,GFC,1006102040.0,8,2.655767048629882,1.0,True
440,GFC,1006102040.0,9,2.661689932755082,1.0,True
441,GFC,1006102040.0,10,2.6687991697714466,1.0,True
442,GFC,1006102040.0,11,2.6741193900384617,1.0,True
443,GFC,1006102040.0,12,2.677064694960425,1.0,True
444,GFC,1006102041.0,1,4.78402879264933,1.0,True
445,GFC,1006102041.0,2,4.791181459882725,1.0,True
446,GFC,1006102041.0,3,4.79614526718205,1.0,True
447,GFC,1006102041.0,4,4.799555376477135,1.0,True
448,GFC,1006102041.0,5,4.802226590402629,1.0,True
449,GFC,1006102041.0,6,4.80408290700784,1.0,True
450,GFC,1006102041.0,7,4.805599462335637,1.0,True
451,GFC,1006102041.0,8,4.807101963399035,1.0,True
452,GFC,1006102041.0,9,4.808194225643921,1.0,True
453,GFC,1006102041.0,10,4.808927926369488,1.0,True
454,GFC,1006102041.0,11,4.809496432567271,1.0,True
455,GFC,1006102041.0,12,4.809920517319642,1.0,True
456,GFC,1006102042.0,1,0.6012798965881412,1.0,True
457,GFC,1006102042.0,2,0.6185493706257363,1.0,True
458,GFC,1006102042.0,3,0.6255894342587976,1.0,True
459,GFC,1006102042.0,4,0.6289911093780314,1.0,True
460,GFC,1006102042.0,5,0.6305951879464717,1.0,True
461,GFC,1006102042.0,6,0.6313549190785535,1.0,True
462,GFC,1006102042.0,7,0.6317014851062772,1.0,True
463,GFC,1006102042.0,8,0.6319008409568756,1.0,True
464,GFC,1006102042.0,9,0.631997650112061,1.0,True
465,GFC,1006102042.0,10,0.632048237271667,1.0,True
466,GFC,1006102042.0,11,0.6320711660354796,1.0,True
467,GFC,1006102042.0,12,0.6320828970207165,1.0,True
468,GFC,1006102044.0,1,1.2598823401680996,1.0,True
469,GFC,1006102044.0,2,1.2840191703883133,1.0,True
470,GFC,1006102044.0,3,1.292840981885344,1.0,True
