FACTCode,COMP_ITEM_CODE,MthNum,RM Cost,retain_flag,RM Cost Change
KFC,1006106038.0,10,4.587448657806446,1,0.03573360637521006
KFC,1006106038.0,11,4.588277927424112,1,0.018076924223553448
KFC,1006106038.0,12,4.58873932234411,1,0.010055949689524724
KFC,2013104212.0,1,1.3461549884659512,1,0.0
KFC,2013104212.0,2,1.4345632015755148,1,6.567461686585707
KFC,2013104212.0,3,1.504548567809718,1,4.878513972569598
KFC,2013104212.0,4,1.5283539470707967,1,1.5822273717447377
KFC,2013104212.0,5,1.551938400975351,1,1.5431277519029951
KFC,2013104212.0,6,1.557280017941027,1,0.3441900118148489
KFC,2013104212.0,7,1.5607216532524029,1,0.2210029841599237
KFC,2013104212.0,8,1.5622568242086974,1,0.09836289213360772
KFC,2013104212.0,9,1.5631093067117567,1,0.054567372652769564
KFC,2013104212.0,10,1.5635254378865506,1,0.026622013764932007
KFC,2013104212.0,11,1.5636854726861975,1,0.010235509814493504
KFC,2013104212.0,12,1.5637783463792154,1,0.00593941010773591
KFC,2013104221.0,1,0.1774903320943638,1,0.0
KFC,2013104221.0,2,0.1774905576856093,1,0.00012710058223674991
KFC,2013104221.0,3,0.1774907957593711,1,0.00013413319834842952
KFC,2013104221.0,4,0.1774910427112303,1,0.00013913502283635637
KFC,2013104221.0,5,0.1774913466850924,1,0.0001712615225191172
KFC,2013104221.0,6,0.177491770785221,1,0.00023894129856927293
KFC,2013104221.0,7,0.1774925119469694,1,0.00041757527413643913
KFC,2013104221.0,8,0.1864076652380747,1,5.022833466782495
KFC,2013104221.0,9,0.1924048346590425,1,3.2172332684433202
KFC,2013104221.0,10,0.1966028870327909,1,2.1818850764263376
KFC,2013104221.0,11,0.1987018953063699,1,1.0676385811307476
KFC,2013104221.0,12,0.1997513904865882,1,0.5281757270609422
KFC,2013104290.0,1,0.01204719073162,1,0.0
KFC,2013104290.0,2,0.0120472339221221,1,0.00035851098452166497
KFC,2013104290.0,3,0.0120472841358521,1,0.0004168071303656262
KFC,2013104290.0,4,0.0120473440019952,1,0.0004969264642884497
KFC,2013104290.0,5,0.0120474201735612,1,0.0006322685397464056
KFC,2013104290.0,6,0.0120475219425064,1,0.0008447364143737701
KFC,2013104290.0,7,0.0128257986011172,1,6.460055954452049
KFC,2013104290.0,8,0.0147379972626418,1,14.909002713936559
KFC,2013104290.0,9,0.0155816506122127,1,5.724341879947348
KFC,2013104290.0,10,0.0160026954927326,1,2.7021840689322785
KFC,2013104290.0,11,0.016200310032302,1,1.2348828337022777
KFC,2013104290.0,12,0.0163200673137178,1,0.7392283306739911
KFC,2013114825.0,1,0.0523385680988736,1,0.0
KFC,2013114825.0,2,0.0490228113910724,1,-6.335207148841649
KFC,2013114825.0,3,0.0470563978267533,1,-4.01122152834591
KFC,2013114825.0,4,0.045640722938817,1,-3.008464211706907
KFC,2013114825.0,5,0.0451362595070439,1,-1.1052923777069679
KFC,2013114825.0,6,0.044916952312205,1,-0.4858780883353231
KFC,2013114825.0,7,0.0447896705664561,1,-0.28337128677876633
KFC,2013114825.0,8,0.0447340486253565,1,-0.12418475152004005
KFC,2013114825.0,9,0.0447075244094772,1,-0.0592931261407581
KFC,2013114825.0,10,0.0446953944720685,1,-0.02713175817475877
KFC,2013114825.0,11,0.0446894368456216,1,-0.013329396724814924
KFC,2013114825.0,12,0.0446857971407264,1,-0.008144441174706696
KFC,2013116007.0,1,0.1796041295730931,1,0.0
KFC,2013116007.0,2,0.1795700105183089,1,-0.018996809742233278
KFC,2013116007.0,3,0.167377750217457,1,-6.789697380793324
KFC,2013116007.0,4,0.1518548553260897,1,-9.274168682038065
KFC,2013116007.0,5,0.1448153411698912,1,-4.635685925933686
KFC,2013116007.0,6,0.141399589083334,1,-2.358694913786785
KFC,2013116007.0,7,0.1391486464364486,1,-1.5919018304634602
KFC,2013116007.0,8,0.1380918341741885,1,-0.759484399830479
KFC,2013116007.0,9,0.1376055343794264,1,-0.35215680758404755
KFC,2013116007.0,10,0.1374006468092765,1,-0.1488948617320629
KFC,2013116007.0,11,0.1373089411665198,1,-0.06674323948707706
KFC,2013116007.0,12,0.1372524290203487,1,-0.041156930998798025
KFC,2013116013.0,1,0.1399665601325757,1,0.0
KFC,2013116013.0,2,0.1399665601325757,1,0.0
KFC,2013116013.0,3,0.1399665601325757,1,0.0
KFC,2013116013.0,4,0.1399665601325757,1,0.0
KFC,2013116013.0,5,0.1399665601325757,1,0.0
KFC,2013116013.0,6,0.113237978348439,1,-19.09640542628146
KFC,2013116013.0,7,0.1132387907608695,1,0.0007174381266183971
KFC,2013116013.0,8,0.1134049925085616,1,0.14677103718201412
KFC,2013116013.0,9,0.1134037397981099,1,-0.0011046343057707908
KFC,2013116013.0,10,0.1134037397981099,1,0.0
KFC,2013116013.0,11,0.1129932295770988,1,-0.361990020560099
KFC,2013116013.0,12,0.1127165749850813,1,-0.24484174233531109
KFC,2013117008.0,1,0.2573708346851272,1,0.0
KFC,2013117008.0,2,0.2573747597302588,1,0.0015250543583755771
KFC,2013117008.0,3,0.2573793299213683,1,0.001775695143635403
KFC,2013117008.0,4,0.2573846789751811,1,0.0020782763769044976
KFC,2013117008.0,5,0.2573910055354966,1,0.0024580174471600102
KFC,2013117008.0,6,0.2573988886020125,1,0.0030626814248924106
KFC,2013117008.0,7,0.2574095493268193,1,0.004141713612182407
KFC,2013117008.0,8,0.2574254577023387,1,0.006180180790105183
KFC,2013117008.0,9,0.2783781259743107,1,8.139314758915406
KFC,2013117008.0,10,0.2912972484690662,1,4.6408540360486805
KFC,2013117008.0,11,0.2978187560492978,1,2.238781043935667
KFC,2013117008.0,12,0.3027588867498877,1,1.658770846444657
KFC,2013117012.0,1,0.2617719617008396,1,0.0
KFC,2013117012.0,2,0.2617735953454731,1,0.0006240716625693921
KFC,2013117012.0,3,0.2617754193268642,1,0.0006967782173239456
KFC,2013117012.0,4,0.2617774574633778,1,0.0007785820834049773
KFC,2013117012.0,5,0.2617797999274469,1,0.0008948303233502486
KFC,2013117012.0,6,0.2617825580959625,1,0.001053621599678145
KFC,2013117012.0,7,0.2617858304552486,1,0.0012500295321071775
KFC,2013117012.0,8,0.2617898051698658,1,0.0015183077748170959
KFC,2013117012.0,9,0.2617951995877923,1,0.0020605912911753066
KFC,2013117012.0,10,0.2653477127611564,1,1.3569817853641641
KFC,2013117012.0,11,0.2794604772460295,1,5.318592852381676
KFC,2013117012.0,12,0.2922629415980798,1,4.581135936721159
KFC,2013117020.0,1,0.0170297074740551,1,0.0
KFC,2013117020.0,2,0.0170296931510104,1,-8.410622860388628e-05
KFC,2013117020.0,3,0.0170296757470349,1,-0.00010219782203835237
KFC,2013117020.0,4,0.0170296534484484,1,-0.0001309395835424887
KFC,2013117020.0,5,0.0170296211252359,1,-0.00018980546254709907
KFC,2013117020.0,6,0.0165312829308833,1,-2.926302298141692
KFC,2013117020.0,7,0.0155641936922511,1,-5.850055574486046
KFC,2013117020.0,8,0.0150722331837406,1,-3.160848022313112
KFC,2013117020.0,9,0.0148642065000825,1,-1.380198150613221
KFC,2013117020.0,10,0.0147658063364965,1,-0.6619940565643634
KFC,2013117020.0,11,0.0147201612624946,1,-0.30912686352305707
KFC,2013117020.0,12,0.0146909199863214,1,-0.19864779775004004
KFC,2013117027.0,1,0.0198190170486312,1,0.0
KFC,2013117027.0,2,0.0198193074375553,1,0.0014652034628470645
KFC,2013117027.0,3,0.0198196766808558,1,0.001863048452444005
KFC,2013117027.0,4,0.019820189387323,1,0.0025868558577224476
KFC,2013117027.0,5,0.0203687321857926,1,2.7675961503195845
KFC,2013117027.0,6,0.0219417009030209,1,7.722467470633543
KFC,2013117027.0,7,0.0229370340853832,1,4.536262647829936
KFC,2013117027.0,8,0.0233323052220124,1,1.7232879157689007
KFC,2013117027.0,9,0.0235037874787755,1,0.7349563411390703
KFC,2013117027.0,10,0.023592396489716,1,0.3769988603773422
KFC,2013117027.0,11,0.0236273947383612,1,0.14834545808204425
KFC,2013117027.0,12,0.02365692658017,1,0.12498983546778142
KFC,2013117028.0,1,0.0185198030895972,1,0.0
KFC,2013117028.0,2,0.0185193887871285,1,-0.002237078151945404
KFC,2013117028.0,3,0.017612199745018,1,-4.898590620555576
KFC,2013117028.0,4,0.0167182607901542,1,-5.075680311408403
KFC,2013117028.0,5,0.0162678459517413,1,-2.694148895429138
KFC,2013117028.0,6,0.0160284157406494,1,-1.4718003342432118
KFC,2013117028.0,7,0.0158764290036788,1,-0.9482330595228294
KFC,2013117028.0,8,0.0158125400896891,1,-0.40241362824661175
KFC,2013117028.0,9,0.0157818750488731,1,-0.19392862020943813
KFC,2013117028.0,10,0.0157676246950764,1,-0.09029569523627545
KFC,2013117028.0,11,0.0157613024653823,1,-0.04009627205342481
KFC,2013117028.0,12,0.0157568797684549,1,-0.02806047873972206
KFC,2013117035.0,1,0.0058189672338932,1,0.0
KFC,2013117035.0,2,0.005197320509084,1,-10.683110933987605
KFC,2013117035.0,3,0.005128021258039,1,-1.3333649699662997
KFC,2013117035.0,4,0.0050487682279646,1,-1.5454894994859525
KFC,2013117035.0,5,0.0049953749372381,1,-1.0575508384552124
KFC,2013117035.0,6,0.0049693050948396,1,-0.521879593144492
KFC,2013117035.0,7,0.0049545758482673,1,-0.29640455337699434
KFC,2013117035.0,8,0.0049477187555712,1,-0.13839918705652599
KFC,2013117035.0,9,0.0049446744143043,1,-0.061530200427661885
KFC,2013117035.0,10,0.0049433127767904,1,-0.027537455448234383
KFC,2013117035.0,11,0.0049425773435713,1,-0.014877335347929233
KFC,2013117035.0,12,0.0049421853077294,1,-0.00793180995760645
KFC,2013117042.0,1,0.0148192093807083,1,0.0
KFC,2013117042.0,2,0.0148192047976954,1,-3.092616334132714e-05
KFC,2013117042.0,3,0.0148191994262313,1,-3.624664193235816e-05
KFC,2013117042.0,4,0.0148191922338285,1,-4.853435461305011e-05
KFC,2013117042.0,5,0.0148191832762969,1,-6.044547812278367e-05
KFC,2013117042.0,6,0.0148191708321053,1,-8.39735319280166e-05
KFC,2013117042.0,7,0.0145482827297928,1,-1.827957214216247
KFC,2013117042.0,8,0.0137189761313756,1,-5.700374496564454
KFC,2013117042.0,9,0.0132261987649551,1,-3.591939818989165
KFC,2013117042.0,10,0.0129991515975149,1,-1.7166471748617407
KFC,2013117042.0,11,0.0129096210313591,1,-0.6887416112057343
KFC,2013117042.0,12,0.0128404906294992,1,-0.5354952069621111
KFC,2013117047.0,1,5.027650663622623,1,0.0
KFC,2013117047.0,2,5.026340472515177,1,-0.02605970850214634
KFC,2013117047.0,3,5.024502217947349,1,-0.036572424368774836
KFC,2013117047.0,4,4.995746872658603,1,-0.5723023702931873
KFC,2013117047.0,5,4.477919201473182,1,-10.36537047181989
KFC,2013117047.0,6,4.150087720006903,1,-7.3210673689339085
KFC,2013117047.0,7,3.986012453100844,1,-3.9535373219963144
KFC,2013117047.0,8,3.9116297541327136,1,-1.8660929900072398
KFC,2013117047.0,9,3.881422480392813,1,-0.7722426619744982
KFC,2013117047.0,10,3.866833644431949,1,-0.3758631283906855
KFC,2013117047.0,11,3.860459119101537,1,-0.164851294794921
KFC,2013117047.0,12,3.856212304247401,1,-0.11000802555123368
KFC,2013117049.0,1,5.051228306265511,1,0.0
KFC,2013117049.0,2,4.902182930957716,1,-2.9506758806154054
KFC,2013117049.0,3,4.465621500276574,1,-8.90544960948354
KFC,2013117049.0,4,4.165382976996147,1,-6.723331192798843
KFC,2013117049.0,5,4.066348061051461,1,-2.3775704777116213
KFC,2013117049.0,6,3.998476897441267,1,-1.669093805822519
KFC,2013117049.0,7,3.968126480062908,1,-0.7590494620034249
KFC,2013117049.0,8,3.952109478050875,1,-0.403641418500833
KFC,2013117049.0,9,3.9467487752013697,1,-0.13564155748411189
KFC,2013117049.0,10,3.943895714179974,1,-0.07228889356530876
KFC,2013117049.0,11,3.9427583652511418,1,-0.028838210015114107
KFC,2013117049.0,12,3.941917159468676,1,-0.02133546376769102
KFC,2013117051.0,1,0.0548328779212181,1,0.0
KFC,2013117051.0,2,0.0530924414929774,1,-3.1740745593205832
KFC,2013117051.0,3,0.0475368534668101,1,-10.463990485165652
KFC,2013117051.0,4,0.0439655726487534,1,-7.5126571441042955
KFC,2013117051.0,5,0.042426430165057,1,-3.500790256942199
KFC,2013117051.0,6,0.0416222303897477,1,-1.8955160077824385
KFC,2013117051.0,7,0.0412139159619871,1,-0.9810008352199695
KFC,2013117051.0,8,0.0409720633791771,1,-0.586822623293215
KFC,2013117051.0,9,0.0408877812177065,1,-0.20570641192906303
KFC,2013117051.0,10,0.0408326126405579,1,-0.1349268057732167
KFC,2013117051.0,11,0.0408047975846086,1,-0.068119706652503
KFC,2013117051.0,12,0.0407908153784127,1,-0.034266083949840986
KFC,2013118007.0,1,0.0237281064566045,1,0.0
KFC,2013118007.0,2,0.023728579995627,1,0.0019956882078453475
KFC,2013118007.0,3,0.0237291115995071,1,0.0022403526894532177
KFC,2013118007.0,4,0.0237297097619072,1,0.0025207955956840777
KFC,2013118007.0,5,0.0237303823566307,1,0.0028343992836354914
KFC,2013118007.0,6,0.0237311613584349,1,0.0032827191424722457
KFC,2013118007.0,7,0.0237320949236042,1,0.00393392112252311
KFC,2013118007.0,8,0.0237332456710988,1,0.004848908190813184
KFC,2013118007.0,9,0.0237346736221941,1,0.006016670096831156
KFC,2013118007.0,10,0.0237364594287777,1,0.007524041038120544
KFC,2013118007.0,11,0.0248119490014095,1,4.53096038126013
KFC,2013118007.0,12,0.0271973216925579,1,9.613806198831432
KFC,2013118015.0,1,0.0374012539019646,1,0.0
KFC,2013118015.0,2,0.0374013484902578,1,0.0002529013958918469
KFC,2013118015.0,3,0.0374014711360253,1,0.00032791803625809024
KFC,2013118015.0,4,0.0374016406283086,1,0.00045317009773615524
KFC,2013118015.0,5,0.0402327522157708,1,7.569485027668499
KFC,2013118015.0,6,0.0428788920006138,1,6.5770787209674
KFC,2013118015.0,7,0.0442804472201717,1,3.268636744479858
KFC,2013118015.0,8,0.0450213517450096,1,1.6732092184027936
KFC,2013118015.0,9,0.0453891803081817,1,0.8170091499148935
KFC,2013118015.0,10,0.0455471174397989,1,0.3479620705746367
KFC,2013118015.0,11,0.0456259379161642,1,0.17305261187929855
KFC,2013118015.0,12,0.0456728266265533,1,0.10276766359358369
KFC,2013118020.0,1,0.035378188867246,1,0.0
KFC,2013118020.0,2,0.0374745346365455,1,5.9255316239219535
KFC,2013118020.0,3,0.0385100434835122,1,2.7632333717010793
KFC,2013118020.0,4,0.0388659721995173,1,0.9242490628645461
KFC,2013118020.0,5,0.0390559376468645,1,0.48877060471308464
KFC,2013118020.0,6,0.039170200832031,1,0.29256290349408687
KFC,2013118020.0,7,0.0392333563653778,1,0.16123362149105258
KFC,2013118020.0,8,0.0392622075970773,1,0.0735375057662857
KFC,2013118020.0,9,0.0392747201281697,1,0.03186914811519337
KFC,2013118020.0,10,0.0392811905799878,1,0.016474851499848064
KFC,2013118020.0,11,0.0392840700353692,1,0.007330366872504435
KFC,2013118020.0,12,0.0392860860557906,1,0.005131903134247828
KFC,2013904860.0,1,0.078258487629382,1,0.0
KFC,2013904860.0,2,0.0782584031528779,1,-0.00010794548510606461
KFC,2013904860.0,3,0.0670065364563148,1,-14.377838344826133
KFC,2013904860.0,4,0.0670063591498346,1,-0.0002646107224335559
KFC,2013904860.0,5,0.0652337978990714,1,-2.6453627286322723
KFC,2013904860.0,6,0.0653799778002489,1,0.22408614228419665
KFC,2013904860.0,7,0.0653800652757849,1,0.00013379560370729848
KFC,2013904860.0,8,0.065379953482294,1,-0.0001709901793822688
KFC,2013904860.0,9,0.0652086118538324,1,-0.26207058790277404
KFC,2013904860.0,10,0.0690135046752537,1,5.834954484156363
KFC,2013904860.0,11,0.0693351445309654,1,0.4660535024632928
KFC,2013904860.0,12,0.0695146280598105,1,0.25886371198799996
KFC,2013995231.0,1,0.031204722112002,1,0.0
KFC,2013995231.0,2,0.0246765942603679,1,-20.920320418822904
KFC,2013995231.0,3,0.0244311130776463,1,-0.9947936094076737
KFC,2013995231.0,4,0.0241521975880324,1,-1.1416405332309587
KFC,2013995231.0,5,0.0238213151876696,1,-1.3699887935943122
KFC,2013995231.0,6,0.0236897696980646,1,-0.5522175772775695
KFC,2013995231.0,7,0.0235935432405572,1,-0.4061941451261153
