FACTCode,COMP_ITEM_CODE,RM Cost,retain_flag
KFC,1003103030.0,3.8977438173799275,12
KFC,1004102092.0,3.8390031957428445,12
KFC,1004103017.0,3.7752618171199863,12
KFC,1005102057.0,1.354907492356834,12
KFC,1005102133.0,2.9411177641857127,12
KFC,1005102162.0,76.39045521844459,12
KFC,1005102191.0,1.3343610664677836,12
KFC,1005102193.0,1.4705281964080186,12
KFC,1005102205.0,2.145765712021062,12
KFC,1005102227.0,49.797484916859524,12
KFC,1005102284.0,19.17140430751168,12
KFC,1005102393.0,43.952229588111095,12
KFC,1005102559.0,0.00326796317659,12
KFC,1005103018.0,32.21721864933702,12
KFC,1006015501.0,0.28094790520228796,12
KFC,1006019310.0,3.8124548612575424,12
KFC,1006102001.0,4.891381763469726,12
KFC,1006102002.0,6.137813587613955,12
KFC,1006102004.0,5.131344991405299,12
KFC,1006102005.0,2.4173166466387963,12
KFC,1006102008.0,1.5682044097324574,12
KFC,1006102009.0,0.31467345871645436,12
KFC,1006102010.0,7.7994479745662,12
KFC,1006102011.0,12.76544998785046,12
KFC,1006102012.0,4.742568927900972,12
KFC,1006102014.0,1.3481657989137632,12
KFC,1006102018.0,1.405665686534775,12
KFC,1006102019.0,3.374023854325633,12
KFC,1006102020.0,3.1401289350194097,12
KFC,1006102021.0,4.045983861808696,12
KFC,1006102022.0,3.768162494185876,12
KFC,1006102023.0,9.137150624899283,12
KFC,1006102024.0,5.1387803999802015,12
KFC,1006102025.0,9.396007316608708,12
KFC,1006102028.0,8.040642443162637,12
KFC,1006102030.0,1.5301927068253314,12
KFC,1006102032.0,3.9936786042745083,12
KFC,1006102035.0,3.382732395057426,12
KFC,1006102036.0,0.8151638440611709,12
KFC,1006102037.0,0.768271933866294,12
KFC,1006102038.0,3.36614114834951,12
KFC,1006102040.0,3.044854644987865,12
KFC,1006102041.0,3.5944955967101717,12
KFC,1006102042.0,0.6123534549110135,12
KFC,1006102044.0,2.165859891367196,12
KFC,1006102046.0,3.3332426310755814,12
KFC,1006102051.0,11.125434135849176,12
KFC,1006102055.0,37.69247827489615,12
KFC,1006102056.0,1.3544847329779126,12
KFC,1006102058.0,1.349784504808657,12
KFC,1006102097.0,5.786924246945723,12
KFC,1006102100.0,8.592598579014096,12
KFC,1006102105.0,17.60169092927734,12
KFC,1006102107.0,4.9279626500162,12
KFC,1006102110.0,3.716455033422234,12
KFC,1006102119.0,6.690213731501843,12
KFC,1006102120.0,4.998878689004454,12
KFC,1006102131.0,3.808957623336324,12
KFC,1006102136.0,44.50378972947299,12
KFC,1006102154.0,5.735370559041422,12
KFC,1006102158.0,19.68522639959802,12
KFC,1006102166.0,16.326942938016014,12
KFC,1006102190.0,9.972405433174304,12
KFC,1006102196.0,1.5193485034127914,12
KFC,1006102198.0,13.20969722059708,12
KFC,1006102200.0,20.014029921889236,12
KFC,1006102213.0,5.854074682178035,12
KFC,1006102217.0,28.95941760912009,12
KFC,1006102222.0,9.477093212111,12
KFC,1006102271.0,2.3140253063196443,12
KFC,1006102281.0,25.024050942289207,12
KFC,1006102282.0,7.49590616330606,12
KFC,1006102283.0,6.287487855879181,12
KFC,1006102305.0,25.786695684916612,12
KFC,1006102317.0,7.385386222999756,12
KFC,1006102345.0,5.379144285683541,12
KFC,1006102354.0,4.8513492883422265,12
KFC,1006102367.0,17.902175467690757,12
KFC,1006102392.0,9.278001501260055,12
KFC,1006102402.0,7.117996754977309,12
KFC,1006102410.0,1.69094918996824,12
KFC,1006102423.0,8.395595009618317,12
KFC,1006103001.0,2.357466024187716,12
KFC,1006103003.0,18.403848474056336,12
KFC,1006103005.0,6.903576790513044,12
KFC,1006103006.0,7.165198580906341,12
KFC,1006103007.0,9.504943564988773,12
KFC,1006103008.0,18.575009058034045,12
KFC,1006103011.0,7.351033760597855,12
KFC,1006103012.0,33.24367631366756,12
KFC,1006103013.0,9.58804735657475,12
KFC,1006103019.0,20.9954205730421,12
KFC,1006103020.0,10.784278482746998,12
KFC,1006103025.0,3.956814591131453,12
KFC,1006103026.0,0.507187885006768,12
KFC,1006103027.0,20.61895373361465,12
KFC,1006103031.0,7.650971226248771,12
KFC,1006103034.0,10.030647440677061,12
KFC,1006103036.0,20.851561902764324,12
KFC,1006103037.0,13.009717514730175,12
KFC,1006103043.0,3.005633829745761,12
KFC,1006103044.0,21.730950718298136,12
KFC,1006106037.0,14.286153099623204,12
KFC,1006106038.0,4.432659815602781,12
KFC,1006106058.0,8.39606463710009,12
KFC,1006802030.0,9.520195859711242,12
KFC,2013103014.0,2.4420246636139638,12
KFC,2013104147.0,0.0529410034607579,12
KFC,2013104151.0,0.26395623454036715,12
KFC,2013104201.0,0.009742954479480774,12
KFC,2013104202.0,0.007186281733338775,12
KFC,2013104212.0,1.5249930137469316,12
KFC,2013104220.0,0.033660020718877,12
KFC,2013104221.0,0.18469225253256027,12
KFC,2013104237.0,1.3721861198880052,12
KFC,2013104245.0,0.05029878807586861,12
KFC,2013104250.0,0.054760106651540796,12
KFC,2013104290.0,0.01366270951853176,12
KFC,2013104400.0,6.432175933797045,12
KFC,2013104423.0,0.054248188731394,12
KFC,2013104460.0,0.11960690115061061,12
KFC,2013104501.0,1.8495347647358642,12
KFC,2013105015.0,0.1544316043490994,12
KFC,2013111480.0,0.046899152516958,12
KFC,2013114043.0,0.09758931411195414,12
KFC,2013114086.0,0.1394243809660357,12
KFC,2013114088.0,0.1416237201838808,12
KFC,2013114220.0,0.26775791824022394,12
KFC,2013114442.0,0.11770152525141302,12
KFC,2013114443.0,0.054248188731394,12
KFC,2013114601.0,0.08735521524868599,12
KFC,2013114603.0,0.08979764247159035,12
KFC,2013114604.0,0.09183300937864126,12
KFC,2013114606.0,0.08882771842085342,12
KFC,2013114609.0,0.0879824034668684,12
KFC,2013114612.0,0.09928845099894919,12
KFC,2013114613.0,0.09029716763509434,12
KFC,2013114615.0,0.1612121586690042,12
KFC,2013114616.0,0.16458773301396537,12
KFC,2013114617.0,0.1694308188534851,12
KFC,2013114619.0,0.17716286293184524,12
KFC,2013114621.0,0.0728434667640009,12
KFC,2013114627.0,0.13396652581041124,12
KFC,2013114628.0,0.14623144593229068,12
KFC,2013114629.0,0.15145817453812477,12
KFC,2013114633.0,0.06305967301965103,12
KFC,2013114634.0,0.09142790018572944,12
KFC,2013114639.0,0.0705544485045098,12
KFC,2013114643.0,0.06724320699783833,12
KFC,2013114647.0,0.0876046563525127,12
KFC,2013114658.0,0.017186570005043984,12
KFC,2013114662.0,0.1077872294534679,12
KFC,2013114663.0,0.1077904974166445,12
KFC,2013114801.0,0.04876507878987904,12
KFC,2013114804.0,0.0558001245401279,12
KFC,2013114806.0,0.0498945535778673,12
KFC,2013114815.0,0.054353421378442436,12
KFC,2013114816.0,0.038478914517598994,12
KFC,2013114817.0,0.046302073560805124,12
KFC,2013114825.0,0.04603446534453929,12
KFC,2013114903.0,0.12412321023607088,12
KFC,2013114907.0,0.124947304093742,12
KFC,2013114916.0,0.1354552780854925,12
KFC,2013114937.0,0.12713536679584272,12
KFC,2013115005.0,0.145707015834682,12
KFC,2013115007.0,0.1584504625801427,12
KFC,2013115010.0,0.15032630612314,12
KFC,2013115017.0,0.143463583452301,12
KFC,2013115022.0,0.1543950956516104,12
KFC,2013115023.0,0.117973470674899,12
KFC,2013115024.0,0.16033666729520107,12
KFC,2013115026.0,0.15772935097374793,12
KFC,2013115027.0,0.09248184491712153,12
KFC,2013115033.0,0.0849653960549114,12
KFC,2013115038.0,0.1271237675693509,12
KFC,2013116000.0,0.030131522704354156,12
KFC,2013116002.0,0.054248188731394,12
KFC,2013116004.0,0.0093006232005751,12
KFC,2013116007.0,0.14928580898953187,12
KFC,2013116008.0,0.02690776789940555,12
KFC,2013116012.0,0.020445435994230977,12
KFC,2013116013.0,0.12435265386992904,12
KFC,2013116018.0,0.07633264635295715,12
KFC,2013116023.0,0.09820929306713859,12
KFC,2013116026.0,0.037775926041443746,12
KFC,2013116027.0,0.05961183110943182,12
KFC,2013116030.0,0.3190114981603536,12
KFC,2013117001.0,0.13615849839449548,12
KFC,2013117008.0,0.2691156268100971,12
KFC,2013117009.0,0.30350964297291866,12
KFC,2013117010.0,0.19051941148808685,12
KFC,2013117011.0,0.2643838152613585,12
KFC,2013117012.0,0.2660918965565114,12
KFC,2013117013.0,0.25991271808159727,12
KFC,2013117014.0,0.2577405383375311,12
KFC,2013117015.0,0.48978774213742904,12
KFC,2013117016.0,1.7266142539330105,12
KFC,2013117017.0,0.43700683772564863,12
KFC,2013117018.0,0.3872410683853289,12
KFC,2013117019.0,0.3872292494705447,12
KFC,2013117020.0,0.015946429569837894,12
KFC,2013117021.0,0.1921562347834919,12
KFC,2013117022.0,0.3136634071636139,12
KFC,2013117023.0,0.36235573368043533,12
KFC,2013117024.0,0.01196564901242786,12
KFC,2013117025.0,0.501305551288906,12
KFC,2013117026.0,0.018119305546543084,12
KFC,2013117027.0,0.021853205686466426,12
KFC,2013117028.0,0.016535213764620266,12
KFC,2013117029.0,0.008162423812661683,12
KFC,2013117030.0,0.19803787626783972,12
KFC,2013117031.0,0.35579163595983615,12
KFC,2013117033.0,0.5012933879450546,12
KFC,2013117034.0,0.2927892639551282,12
KFC,2013117035.0,0.005069400142274367,12
KFC,2013117037.0,0.02450972382442496,12
KFC,2013117038.0,0.0581697445433019,12
KFC,2013117039.0,1.631312722249077,12
KFC,2013117040.0,0.4030339731795766,12
KFC,2013117041.0,0.09799504378830133,12
KFC,2013117042.0,0.014096490069280201,12
KFC,2013117043.0,0.3220059026771074,12
KFC,2013117044.0,0.056511372981584644,12
KFC,2013117045.0,0.77596001327072,12
KFC,2013117046.0,0.4513167242741973,12
KFC,2013117047.0,4.338734741969258,12
KFC,2013117048.0,4.06150475978298,12
KFC,2013117049.0,4.1953997204336355,12
KFC,2013117050.0,0.8705494107246455,12
KFC,2013117051.0,0.04408153268725113,12
KFC,2013117053.0,2.722242745852093,12
KFC,2013117054.0,0.1153591001336269,12
KFC,2013117055.0,0.1153591001336269,12
KFC,2013117059.0,4.761770410699191,12
KFC,2013117062.0,4.580145162923006,12
KFC,2013117065.0,0.1440769749367428,12
KFC,2013117069.0,0.10184279400656233,12
KFC,2013117070.0,0.6241675369201691,12
KFC,2013117071.0,0.6467656336562442,12
KFC,2013117072.0,1.4887593352483848,12
KFC,2013118001.0,0.02909034202397059,12
KFC,2013118003.0,0.9091947566157272,12
KFC,2013118004.0,0.030873218239057282,12
KFC,2013118005.0,0.031985813123561475,12
KFC,2013118006.0,0.04126045385263983,12
KFC,2013118007.0,0.024110232989029465,12
KFC,2013118008.0,0.03151098057190746,12
KFC,2013118010.0,0.024033207642438367,12
KFC,2013118011.0,0.02932046151284738,12
KFC,2013118012.0,0.04182992866035199,12
KFC,2013118013.0,0.029302654158471525,12
KFC,2013118014.0,0.0300494166531164,12
KFC,2013118015.0,0.04202118496906836,12
KFC,2013118017.0,0.0296391129685975,12
KFC,2013118020.0,0.03867304236895741,12
KFC,2013118021.0,0.039634474481419414,12
KFC,2013118024.0,0.012874874398872208,12
KFC,2013118025.0,0.00171941464898755,12
KFC,2013118028.0,0.0310456501776049,12
KFC,2013118033.0,0.09580459081602183,12
KFC,2013118034.0,0.014052241659337,12
KFC,2013118035.0,0.013745053120737502,12
KFC,2013118036.0,0.013807144421092701,12
KFC,2013118037.0,0.014052241659337,12
KFC,2013118038.0,0.014052241659337,12
KFC,2013118039.0,0.013918255169096802,12
KFC,2013118040.0,0.013964043962254126,12
KFC,2013118041.0,0.014052241659337,12
KFC,2013119000.0,0.7460396308039008,12
KFC,2013119001.0,0.5392987232654681,12
KFC,2013119002.0,0.5432739436605706,12
KFC,2013119003.0,0.27770765362878197,12
KFC,2013119005.0,0.5064249786771498,12
KFC,2013119006.0,0.41465232653787326,12
KFC,2013119007.0,0.7975210375426922,12
KFC,2013119008.0,0.5392818567976806,12
KFC,2013119009.0,0.571885383033525,12
KFC,2013119010.0,0.6329514780277228,12
KFC,2013119011.0,0.5941427388497877,12
KFC,2013119012.0,0.4845560550385293,12
KFC,2013119014.0,0.2572901939455428,12
KFC,2013119015.0,0.004244703182765617,12
KFC,2013119016.0,0.08649640571165847,12
KFC,2013119017.0,0.8083927709623572,12
KFC,2013119018.0,0.3167970631900247,12
KFC,2013119019.0,0.4306197632788516,12
KFC,2013119020.0,0.795678705898303,12
KFC,2013119021.0,0.7800818984809625,12
KFC,2013119022.0,0.597382921099798,12
KFC,2013310429.0,0.005125719027095875,12
KFC,2013900198.0,0.0980388952976999,12
KFC,2013904050.0,0.1395825382171443,12
KFC,2013904860.0,0.06874795583047254,12
KFC,2013995034.0,0.09095951802878684,12
KFC,2013995077.0,0.06296941623145548,12
KFC,2013995087.0,0.16122197275997938,12
KFC,2013995107.0,0.13378576282255225,12
KFC,2013995114.0,0.13130222680419237,12
KFC,2013995127.0,0.028216322453778798,12
KFC,2013995129.0,0.02739552751573066,12
KFC,2013995133.0,0.14847724272942797,12
KFC,2013995135.0,0.08227202442114338,12
KFC,2013995157.0,0.15151682005746142,12
KFC,2013995158.0,0.15190647078381594,12
KFC,2013995196.0,0.571511207539788,12
KFC,2013995197.0,0.6011129830157093,12
KFC,2013995199.0,0.31313163708653907,12
KFC,2013995200.0,0.18925029624910952,12
KFC,2013995201.0,0.18786696207604894,12
KFC,2013995202.0,0.18517483427963546,12
KFC,2013995203.0,0.27921269693166667,12
KFC,2013995204.0,0.18546426166446392,12
KFC,2013995205.0,0.04174489555663955,12
KFC,2013995218.0,0.13580872002914715,12
KFC,2013995219.0,0.18696338323000408,12
KFC,2013995220.0,0.18408159015723202,12
KFC,2013995221.0,0.18836647302823004,12
KFC,2013995231.0,0.024439227386435048,12
KFC,2013995242.0,0.06389310649139714,12
KFC,2013995271.0,0.1891505127270048,12
KFC,2013995272.0,0.19491425942642224,12
KFC,2013995273.0,0.19795764052136733,12
KFC,2013995278.0,0.2104579040402712,12
KFC,2013995279.0,0.20296317303343256,12
KFC,2013995280.0,0.18783068196369812,12
KFC,2013995283.0,0.03361720794194526,12
KFC,2013995352.0,0.4782005798158088,12
KFC,2013995353.0,0.04712917643654662,12
KFC,2013995362.0,0.0558001245401279,12
KFC,2013995363.0,0.12068155639829699,12
KFC,2013995412.0,0.0558001245401279,12
KFC,2013995413.0,0.0558001245401279,12
KFC,4001971917.0,49.23220377604167,12
KFC,4001971918.0,53.638444010416684,12
KFC,4001971921.0,51.70506835937501,12
KFC,4001971923.0,44.716718750000005,12
KFC,7013100160.0,0.046537473665824815,12
NFC,1001101002.0,3.678894890530147,12
NFC,1001101007.0,2.710718916999656,12
NFC,1001101033.0,14.0600988096485,12
NFC,1001101034.0,13.511343075866693,12
NFC,1001101035.0,12.666824903392857,12
NFC,1001101043.0,10.637036997892155,12
NFC,1001101102.0,1.3739654967303334,12
NFC,1001101103.0,2.616522442914131,12
NFC,1001101104.0,5.136318097185355,12
NFC,1001101106.0,1.6772607517759444,12
NFC,1001101108.0,3.35144666032368,12
NFC,1001101111.0,0.8635061417324595,12
NFC,1001101112.0,4.608357932500666,12
NFC,1001101115.0,4.270875733226562,12
NFC,1001101121.0,2.7566204345607073,12
NFC,1001101123.0,0.6545374408185028,12
NFC,1001101127.0,2.8282519529647465,12
NFC,1001101130.0,2.83587040824299,12
NFC,1001101139.0,3.559801866577672,12
NFC,1001101140.0,5.956052425526917,12
NFC,1001102065.0,0.7592229986321065,12
NFC,1001102071.0,8.993601107432072,12
NFC,1001102072.0,0.899873595966307,12
NFC,1001102080.0,5.5086527967290335,12
NFC,1001102616.0,6.262757164469285,12
NFC,1001102621.0,2.59856916102834,12
NFC,1001102623.0,5.750411068691544,12
NFC,1001102625.0,5.337317149910921,12
NFC,1001102626.0,4.9245769782697755,12
NFC,1001102628.0,3.3050013024673124,12
NFC,1001103024.0,0.7566543524868187,12
NFC,1002102047.0,0.8228858129155286,12
NFC,1002102073.0,0.463568501829257,12
NFC,1002102074.0,0.4533301527460951,12
NFC,1002102075.0,0.4533333360691299,12
NFC,1002102428.0,0.5333320533890974,12
NFC,1003102405.0,5.864672485204522,12
NFC,1004102092.0,5.32714304818422,12
NFC,1005102057.0,1.20364307731782,12
NFC,1005102133.0,5.793041160575998,12
NFC,1005102162.0,31.450081496522355,12
NFC,1005102191.0,4.978810045068325,12
NFC,1005102193.0,2.581057738735733,12
NFC,1005102194.0,0.24853075855036647,12
NFC,1005102205.0,3.0452824765105024,12
NFC,1005102227.0,40.78682243606105,12
NFC,1005102284.0,11.197448341882415,12
NFC,1005102393.0,47.800295757286165,12
NFC,1006102001.0,2.829646514318709,12
NFC,1006102002.0,4.650134595559172,12
NFC,1006102004.0,5.292718614729089,12
NFC,1006102005.0,2.4339954619654685,12
NFC,1006102008.0,0.9883095306516472,12
NFC,1006102009.0,0.19815092396657574,12
NFC,1006102010.0,6.667040411942437,12
NFC,1006102011.0,8.290233889103947,12
NFC,1006102012.0,2.4529806644882517,12
NFC,1006102013.0,1.6367255969738261,12
NFC,1006102014.0,1.7517586466975026,12
NFC,1006102015.0,3.198750022990939,12
NFC,1006102017.0,0.1797834681039975,12
NFC,1006102018.0,0.6935721366725368,12
NFC,1006102019.0,3.1991258654226495,12
NFC,1006102020.0,1.355228368653527,12
NFC,1006102021.0,4.405450076955093,12
NFC,1006102022.0,4.039884615712771,12
NFC,1006102023.0,7.427769891262995,12
NFC,1006102024.0,2.4604416705742795,12
NFC,1006102025.0,8.070923163330718,12
NFC,1006102028.0,1.6256193832157682,12
NFC,1006102030.0,1.7007514258213217,12
NFC,1006102032.0,1.1402723945416693,12
NFC,1006102035.0,4.3033667725711755,12
NFC,1006102036.0,0.8119934600438335,12
NFC,1006102037.0,0.9337418993663241,12
NFC,1006102038.0,7.997186227135543,12
NFC,1006102040.0,2.9705456526384473,12
NFC,1006102041.0,3.1712945976140774,12
NFC,1006102042.0,0.6026908197146167,12
NFC,1006102044.0,1.89374933069349,12
NFC,1006102046.0,2.0438944748165313,12
NFC,1006102051.0,14.334638727831377,12
NFC,1006102053.0,1.19999999997,12
NFC,1006102055.0,14.901954495407866,12
NFC,1006102056.0,1.3882237031920626,12
NFC,1006102058.0,1.1562312699364543,12
NFC,1006102062.0,10.017957556596308,12
NFC,1006102063.0,6.889787995421973,12
NFC,1006102066.0,4.785118411773858,12
NFC,1006102070.0,2.7466301757879976,12
NFC,1006102076.0,0.4547102101540362,12
