Item Code,Description,Qty,UOM,Line Type,Ingredient,Description.1,UOM.1,Qty.1,Unit Cost,Scrap Factor%,Require QTY,Sort Order,Primary Item Code,Original Description,Original UOM,FactCode,Packing flag
4001310161,BEEF BURGER 8PCS (18*8*56GM),1.0,CRT,Ingredient,2011104400,GLUE,KGM,0.014,19.0988425350563,0,0.014,0.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,1
4001310161,BEEF BURGER 8PCS (18*8*56GM),1.0,CRT,Ingredient,2011104429,TAPE,EA,0.002,21.2406359669138,0,0.002,0.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,1
4001310161,BEEF BURGER 8PCS (18*8*56GM),1.0,CRT,Ingredient,2011114639,BEEF BURGER A/S PACKET N3,EA,18.4,0.29260919573754,0,18.4,0.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,1
4001310161,BEEF BURGER 8PCS (18*8*56GM),1.0,CRT,Ingredient,3001310168,ROYAL BURGER - IRAQ,KGM,8.255,5.78640583558789,0,8.255,0.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102120,FENNEL,KGM,0.2,13.3234728955129,0,0.2,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102119,ANISE,KGM,0.1,14.6025487982985,0,0.1,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102110,SOYA PROTEIN CONCENTRATE,KGM,14.0,6.20111215402651,0,14.0,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102035,CINNAMON,KGM,0.1,17.9818869520623,0,0.1,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102015,PHOSPHATE,KGM,1.5,11.4907503295098,0,1.5,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102014,MONOSODIUM,KGM,1.2,6.44464093218299,0,1.2,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102012,CHILI,KGM,0.1,8.99999999808408,0,0.1,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102009,TABLE SALT,KGM,10.2,0.7,0,10.2,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102010,BLACK PEPPER POWDER,KGM,0.55,24.9885435024324,0,0.55,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102559,WATER,KGM,180.0,0.0104851074691908,0,180.0,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102008,Soya Protein TVP,KGM,120.0,3.45030087310618,0,120.0,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1001103024,Frozen Whole Onion,KGM,180.0,2.7,0,180.0,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1001101102,BEEF BODY FAT,KGM,50.0,4.35173609807417,0,50.0,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1001101007,BRAZILIAN BEEF TRIMMING,KGM,130.0,9.55126225285403,0,130.0,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1001101002,BRAZILIAN BEEF FOREQUARTER,KGM,170.0,14.2041411538684,0,170.0,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102011,WHITE PEPPER,KGM,0.45,30.0085873282975,0,0.45,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,2011104111,PLAIN WIMPY BAG 90*60 CM,EA,12.0,0.540041222880608,0,12.0,1.0,4001310161,BEEF BURGER 8PCS (18*8*56GM),CRT,NFC,1
4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),1.0,CRT,Ingredient,2011104201,CLIPS 744,EA,15.3,0.0350001633216195,0,15.3,0.0,4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),CRT,NFC,1
4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),1.0,CRT,Ingredient,2011104202,"FORMAX PAPER 4.1/4* 4,1/2",EA,15.3,0.190531858203547,0,15.3,0.0,4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),CRT,NFC,1
4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),1.0,CRT,Ingredient,2011104301,LARGE CARTON AMERICANA,EA,1.015,2.03308961362761,0,1.015,0.0,4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),CRT,NFC,1
4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),1.0,CRT,Ingredient,2011104429,TAPE,EA,0.002,21.2406359669138,0,0.002,0.0,4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),CRT,NFC,1
4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),1.0,CRT,Ingredient,2011104598,DOMINO IK-901BKS-1 - INK,EA,3e-05,0.0,0,3e-05,0.0,4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),CRT,NFC,1
4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),1.0,CRT,Ingredient,2011114815,BEEF BURGER JUMBO BAG N3,EA,15.3,0.189954242258117,0,15.3,0.0,4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),CRT,NFC,1
4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),1.0,CRT,Ingredient,3001310168,ROYAL BURGER - IRAQ,KGM,15.1,5.78640583558789,0,15.1,0.0,4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102120,FENNEL,KGM,0.2,13.3234728955129,0,0.2,1.0,4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102119,ANISE,KGM,0.1,14.6025487982985,0,0.1,1.0,4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102110,SOYA PROTEIN CONCENTRATE,KGM,14.0,6.20111215402651,0,14.0,1.0,4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102035,CINNAMON,KGM,0.1,17.9818869520623,0,0.1,1.0,4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102015,PHOSPHATE,KGM,1.5,11.4907503295098,0,1.5,1.0,4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),CRT,NFC,0
3001310168,ROYAL BURGER - IRAQ,858.4,KGM,Ingredient,1006102014,MONOSODIUM,KGM,1.2,6.44464093218299,0,1.2,1.0,4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),CRT,NFC,0
