,Item Code,Description,Qty,UOM,Line Type,Ingredient,Description.1,UOM.1,Qty.1,Unit Cost,Scrap Factor%,Require QTY,Sort Order,Primary Item Code,Original Description,Original UOM,FactCode,Packing flag,Flag
639,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),1.0,CRT,Ingredient,3001490804,BBQ JUMBO BURGER MIX,KGM,15.39,8.91189025636441,0,15.39,0.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
640,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1006102476,NEW MIX,KGM,3.5,67.2880437720796,0,3.5,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
641,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1006102367,RED ARROW CHARDEX H / 20489522,KGM,1.7,93.5907381488503,0,1.7,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
642,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1006102158,CHARGRILL LIQUID,KGM,2.7,77.4440123867321,0,2.7,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
643,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1006102110,SOYA PROTEIN CONCENTRATE,KGM,13.0,6.20111215402651,0,13.0,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
644,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1006102058,NFC RUSK DYR- FSR 30351,KGM,34.0,4.41536146237125,0,34.0,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
645,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1006102015,PHOSPHATE,KGM,2.7,11.4907503295098,0,2.7,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
646,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1006102014,MONOSODIUM,KGM,3.0,6.44464093218299,0,3.0,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
647,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1006102012,CHILI,KGM,0.4,8.99999999808408,0,0.4,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
648,3001490804,BBQ JUMBO BURGER MIX,910.0,KGM,Ingredient,1006102008,Soya Protein TVP,KGM,44.0,3.45030087310618,0,44.0,1.0,4001100156,JUMBO BBQ BEEF BURGER 10PCS (15*10*100GM),CRT,NFC,0,False
