Item Code,Description,Qty,UOM,Line Type,Ingredient,Description.1,UOM.1,Qty.1,Unit Cost,Scrap Factor%,Require QTY
3001104000,SAMBOSA BEEF UNDER PROCESS,1,KGM,Ingredient,2013119022,OUTER CARTON ROYAL CHICKEN BURGER,EA,0.1042,,,
3001104001,SAMBOSA CHEESE UNDER PROCESS,1,KGM,Ingredient,1002102073,PARSLEY,KGM,0.0142,,,
3001104001,SAMBOSA CHEESE UNDER PROCESS,1,KGM,Ingredient,1002103000,SAMOSA PASTRY (KG),KGM,0.7301,,,
3001104001,SAMBOSA CHEESE UNDER PROCESS,1,KGM,Ingredient,1002103021,FRESH EGGS ( PIECE),EA,0.641,,,
3001104001,SAMBOSA CHEESE UNDER PROCESS,1,KGM,Ingredient,1003013083,FETA CHEESE SANDWICHES,KGM,0.3419,,,
3001104001,SAMBOSA CHEESE UNDER PROCESS,1,KGM,Ingredient,1006015501,PLAIN FLOUR - BY KILO,KGM,0.0096,,,
3001104001,SAMBOSA CHEESE UNDER PROCESS,1,KGM,Ingredient,2013105015,WHITE BAGS 60*70,EA,0.00357,,,
3001104001,SAMBOSA CHEESE UNDER PROCESS,1,KGM,Ingredient,2013116004,BAG NYLON 13.5*25 - PROMOTION,EA,4.1916,,,
3001104001,SAMBOSA CHEESE UNDER PROCESS,1,KGM,Ingredient,2013117015,SELOTAPE BIG,EA,0.0045,,,
3001104001,SAMBOSA CHEESE UNDER PROCESS,1,KGM,Ingredient,2013117051,YELLOW SHEETS FOR TGI,EA,0.552,,,
3001104001,SAMBOSA CHEESE UNDER PROCESS,1,KGM,Ingredient,2013118024,WHITE BARCODE FROZEN,EA,0.1033,,,
3001104001,SAMBOSA CHEESE UNDER PROCESS,1,KGM,Ingredient,2013119022,OUTER CARTON ROYAL CHICKEN BURGER,EA,0.1042,,,
3001104002,TGI CHICKEN BREASTS - UNDER OPERATION,1,KGM,Ingredient,1001101108,CHICKEN BREAST,KGM,0.934,,,
3001104002,TGI CHICKEN BREASTS - UNDER OPERATION,1,KGM,Ingredient,1005102559,WATER,KGM,0.15511,,,
3001104002,TGI CHICKEN BREASTS - UNDER OPERATION,1,KGM,Ingredient,1006102009,TABLE SALT,KGM,0.00716,,,
3001104002,TGI CHICKEN BREASTS - UNDER OPERATION,1,KGM,Ingredient,1006102014,MONOSODIUM,KGM,0,,,
3001104002,TGI CHICKEN BREASTS - UNDER OPERATION,1,KGM,Ingredient,1006102154,POLY PHOSPHATE (MIX),KGM,0.00233,,,
3001104002,TGI CHICKEN BREASTS - UNDER OPERATION,1,KGM,Ingredient,2013105015,WHITE BAGS 60*70,EA,0.00187,,,
3001104002,TGI CHICKEN BREASTS - UNDER OPERATION,1,KGM,Ingredient,2013117051,YELLOW SHEETS FOR TGI,EA,0.0042,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1001101112,TURKEY BREAST,KGM,1.02,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1005102393,LIQUID GARLIC,KGM,0.00012,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1005102559,WATER,KGM,0.18889,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1006102009,TABLE SALT,KGM,0.01274,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1006102011,WHITE PEPPER,KGM,0.00334,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1006102012,CHILI,KGM,0.00107,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1006102018,GLUCOSE,KGM,0.01356,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1006102024,CELERY SALT,KGM,0.00023,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1006102028,CURING SALT,KGM,0.00112,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1006102046,MODIFIED STARCH,KGM,0.01067,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1006102110,SOYA PROTEIN CONCENTRATE,KGM,0.00548,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1006102154,POLY PHOSPHATE (MIX),KGM,0.00539,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1006102166,BROKEN CHILI,KGM,0.00445,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1006103007,FRESH KEEPER SAUSAGE(11.035,KGM,0.00334,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,1006106058,OPTIFORM POWDER,KGM,0.00875,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,2013103014,WOOD SMOKING CHIPS ALDERWOOD,KGM,0.00119,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,2013104501,WOOD SMOKING CHIPS BEECHWOOD,KGM,0.00284,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,2013105015,WHITE BAGS 60*70,EA,0.01112,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,2013116004,BAG NYLON 13.5*25 - PROMOTION,EA,0.02778,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,2013117049,CAJUN CASING / PIECE,EA,0.24445,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,2013117051,YELLOW SHEETS FOR TGI,EA,0.01112,,,
3003104002,DELUXE ROOMY ROLL FOR CUTTING,1,KGM,Ingredient,2013118024,WHITE BARCODE FROZEN,EA,0.22223,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,1001101112,TURKEY BREAST,KGM,1.02,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,1005102559,WATER,KGM,0.2248,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,1006102009,TABLE SALT,KGM,0.01686,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,1006102028,CURING SALT,KGM,0.0011,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,1006102036,SUGAR,KGM,0.0073,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,1006102110,SOYA PROTEIN CONCENTRATE,KGM,0.01665,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,1006102154,POLY PHOSPHATE (MIX),KGM,0.00544,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,1006103027,POULTRY FLAVORING 3544,KGM,0.0013,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,1006106058,OPTIFORM POWDER,KGM,0.00889,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,2013103014,WOOD SMOKING CHIPS ALDERWOOD,KGM,0.001,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,2013104201,CLIP BIG S 744,EA,0.9646,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,2013104290,LOOPS,EA,0.4341,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,2013104501,WOOD SMOKING CHIPS BEECHWOOD,KGM,0.0025,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,2013105015,WHITE BAGS 60*70,EA,0.00965,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,2013116004,BAG NYLON 13.5*25 - PROMOTION,EA,0.00644,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,2013117045,CARAMEL CASING 135 MM,MTR,0.16205,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,2013117051,YELLOW SHEETS FOR TGI,EA,0.00644,,,
3003104003,LARGE DIAMETER TURKEY ROLL,1,KGM,Ingredient,2013118025,FROZEN BARCODE LABEL WHITE,EA,0.2251,,,
3003104004,GOURMET BEEF BACON ROLL FOR SLICING,1,KGM,Ingredient,1001102001,BRISKET BEEF,KGM,1.1409,,,
3003104004,GOURMET BEEF BACON ROLL FOR SLICING,1,KGM,Ingredient,1005102559,WATER,KGM,0.3217,,,
3003104004,GOURMET BEEF BACON ROLL FOR SLICING,1,KGM,Ingredient,1005103018,HARDWOOD LIQUID SMOKE,KGM,0.0001,,,
3003104004,GOURMET BEEF BACON ROLL FOR SLICING,1,KGM,Ingredient,1006102009,TABLE SALT,KGM,0.02852,,,
3003104004,GOURMET BEEF BACON ROLL FOR SLICING,1,KGM,Ingredient,1006102028,CURING SALT,KGM,0.0028,,,
3003104004,GOURMET BEEF BACON ROLL FOR SLICING,1,KGM,Ingredient,1006102154,POLY PHOSPHATE (MIX),KGM,0.00718,,,
3003104004,GOURMET BEEF BACON ROLL FOR SLICING,1,KGM,Ingredient,1006102354,BROWN SUGAR,KGM,0.0086,,,
3003104004,GOURMET BEEF BACON ROLL FOR SLICING,1,KGM,Ingredient,1006103007,FRESH KEEPER SAUSAGE(11.035,KGM,0.0047,,,
3003104004,GOURMET BEEF BACON ROLL FOR SLICING,1,KGM,Ingredient,2013103014,WOOD SMOKING CHIPS ALDERWOOD,KGM,0.0017,,,
3003104004,GOURMET BEEF BACON ROLL FOR SLICING,1,KGM,Ingredient,2013104501,WOOD SMOKING CHIPS BEECHWOOD,KGM,0.004,,,
3003104004,GOURMET BEEF BACON ROLL FOR SLICING,1,KGM,Ingredient,2013105015,WHITE BAGS 60*70,EA,0.02106,,,
3003104004,GOURMET BEEF BACON ROLL FOR SLICING,1,KGM,Ingredient,2013116004,BAG NYLON 13.5*25 - PROMOTION,EA,0.04211,,,
3003104004,GOURMET BEEF BACON ROLL FOR SLICING,1,KGM,Ingredient,2013117051,YELLOW SHEETS FOR TGI,EA,0.02106,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,1001101108,CHICKEN BREAST,KGM,1.2346,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,1005102559,WATER,KGM,0.1142,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,1005103018,HARDWOOD LIQUID SMOKE,KGM,0.00187,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,1006102009,TABLE SALT,KGM,0.01451,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,1006102011,WHITE PEPPER,KGM,0.0025,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,1006102018,GLUCOSE,KGM,0.016,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,1006102024,CELERY SALT,KGM,0.00025,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,1006102028,CURING SALT,KGM,0.0012,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,1006102046,MODIFIED STARCH,KGM,0.01776,,,
3003104006,GOURMET CHICKEN ROLL FOR SLICING,1,KGM,Ingredient,1006102110,SOYA PROTEIN CONCENTRATE,KGM,0.00917,,,
