Item Code,Description,Qty,UOM,Line Type,Ingredient,Description.1,UOM.1,Qty.1,Unit Cost,Scrap Factor%,Require QTY,Sort Order,Primary Item Code,Original Description,Original UOM
3001378952,STRIPS BATTER,300.0,KGM,Ingredient,1006102017,FLOUR,KGM,76.76,0,0.0,76.76,2.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001378952,STRIPS BATTER,300.0,KGM,Ingredient,1006102560,WATER,KGM,200.0,0,0.0,200.0,2.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001379998,MARINADE CHICKEN BREAST,353.1,KGM,Ingredient,2011104111,PLAIN WIMPY BAG 90*60 CM,EA,1.0,0,0.0,1.0,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001379998,MARINADE CHICKEN BREAST,353.1,KGM,Ingredient,1006102154,POLY PHOSPHATE (MIX),KGM,1.05,0,0.0,1.05,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001379998,MARINADE CHICKEN BREAST,353.1,KGM,Ingredient,1006102009,TABLE SALT,KGM,1.05,0,0.0,1.05,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001379998,MARINADE CHICKEN BREAST,353.1,KGM,Ingredient,1001101108,CHICKEN BREAST,KGM,330.0,0,0.0,330.0,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001379998,MARINADE CHICKEN BREAST,353.1,KGM,Ingredient,1006102559,WATER,KGM,21.0,0,0.0,21.0,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001379998,MARINADE CHICKEN BREAST,371.25,KGM,Ingredient,1006102560,WATER,KGM,39.422,0,106.077824564963,81.24,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001379998,MARINADE CHICKEN BREAST,371.25,KGM,Ingredient,1001101108,CHICKEN BREAST,KGM,330.0,0,0.0,330.0,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001490882,DEFROSTED CHICKEN BREAST MIX,351.84,KGM,Ingredient,1006102009,TABLE SALT,KGM,0.4725,0,0.0,0.4725,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001490882,DEFROSTED CHICKEN BREAST MIX,351.84,KGM,Ingredient,1001102626,PHOSPHATE 450 STABILIZER,KGM,0.3675,0,0.0,0.3675,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001490882,DEFROSTED CHICKEN BREAST MIX,351.84,KGM,Ingredient,1001101108,CHICKEN BREAST,KGM,330.0,0,0.0,330.0,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001490882,DEFROSTED CHICKEN BREAST MIX,351.84,KGM,Ingredient,1006102560,WATER,KGM,21.0,0,0.0,21.0,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001490882,DEFROSTED CHICKEN BREAST MIX,351.84,KGM,Ingredient,1006102009,TABLE SALT,KGM,0.47,0,0.0,0.47,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001379998,MARINADE CHICKEN BREAST,371.25,KGM,Ingredient,1001102625,PLUSSTABIL HVC,KGM,0.376,0,192.553191489361,1.1,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001379998,MARINADE CHICKEN BREAST,371.25,KGM,Ingredient,1001102626,PHOSPHATE 450 STABILIZER,KGM,0.706,0,108.215297450424,1.47,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001379998,MARINADE CHICKEN BREAST,371.25,KGM,Ingredient,1006102009,TABLE SALT,KGM,0.746,0,90.3485254691689,1.42,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001490882,DEFROSTED CHICKEN BREAST MIX,351.84,KGM,Ingredient,1006102559,WATER,KGM,21.0,0,0.0,21.0,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001490882,DEFROSTED CHICKEN BREAST MIX,351.84,KGM,Ingredient,1001101108,CHICKEN BREAST,KGM,330.0,0,0.0,330.0,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
3001490882,DEFROSTED CHICKEN BREAST MIX,351.84,KGM,Ingredient,1001102626,PHOSPHATE 450 STABILIZER,KGM,0.37,0,0.0,0.37,3.0,4001370158,ZINGZ BREADED CHICKEN BURGER 12 PCS (18*12*56GM),CRT
4001370255,Chicken Nuggets 750G (10*1*750Gm),1.0,CRT,Ingredient,2011104429,TAPE,EA,0.002,0,0.0,0.002,0.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
4001370255,Chicken Nuggets 750G (10*1*750Gm),1.0,CRT,Ingredient,2011104598,DOMINO IK-901BKS-1 - INK,EA,0.0002,0,0.0,0.0002,0.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
4001370255,Chicken Nuggets 750G (10*1*750Gm),1.0,CRT,Ingredient,2011114306,CHICKEN FILLET REGULAR & SPICY,EA,1.015,0,0.0,1.015,0.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
4001370255,Chicken Nuggets 750G (10*1*750Gm),1.0,CRT,Ingredient,2011114903,CHICKEN NUGGETS ROLL N3,MTR,3.2,0,0.0,3.2,0.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
4001370255,Chicken Nuggets 750G (10*1*750Gm),1.0,CRT,Ingredient,3001370281,CHICKEN NUGGET,KGM,8.075,0,0.0,8.075,0.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
3001370281,CHICKEN NUGGET,1602.2,KGM,Ingredient,1001101127,CHICKEN TRIMMING,KGM,803.0,0,0.0,803.0,1.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
3001370281,CHICKEN NUGGET,1602.2,KGM,Ingredient,1005102057,PALM OIL,KGM,110.0,0,0.0,110.0,1.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
3001370281,CHICKEN NUGGET,1602.2,KGM,Ingredient,1006102009,TABLE SALT,KGM,7.0,0,0.0,7.0,1.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
3001370281,CHICKEN NUGGET,1602.2,KGM,Ingredient,1006102014,MONOSODIUM,KGM,1.5,0,0.0,1.5,1.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
3001370281,CHICKEN NUGGET,1602.2,KGM,Ingredient,1006102017,FLOUR,KGM,47.0,0,0.0,47.0,1.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
3001370281,CHICKEN NUGGET,1602.2,KGM,Ingredient,1006102020,GARLIC POWDER,KGM,0.5,0,0.0,0.5,1.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
3001370281,CHICKEN NUGGET,1602.2,KGM,Ingredient,1006102021,GINGER POWDER,KGM,1.8,0,0.0,1.8,1.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
3001370281,CHICKEN NUGGET,1602.2,KGM,Ingredient,1006102022,CARAWAY,KGM,1.8,0,0.0,1.8,1.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
3001370281,CHICKEN NUGGET,1602.2,KGM,Ingredient,1006102024,CELERY SALT,KGM,1.4,0,0.0,1.4,1.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
3001370281,CHICKEN NUGGET,1602.2,KGM,Ingredient,1006102040,DRIED ONION MINCED,KGM,3.7,0,0.0,3.7,1.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
3001370281,CHICKEN NUGGET,1602.2,KGM,Ingredient,1006102042,ARABIC STARCH,KGM,25.0,0,0.0,25.0,1.0,4001370255,Chicken Nuggets 750G (10*1*750Gm),CRT
